Longitude,Latitude,month,year,Census.year,temp,site,long.scaled,long.center
-99.2906,34.1511,2,2004,2003,5.7,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,2,2004,2003,3.4,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,2,2004,2003,2.6,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,2,2004,2003,3.8,elreno,0.211630768,0.480863357
-97.672833,37.538006,2,2004,2003,1.1,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,2,2004,2003,3,psu,1.645407545,3.738663357
-101.8833,33.5667,2,2004,2003,5.1,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,2,2004,2003,7.7,llela,0.648699869,1.473963357
-95.920129,29.920887,2,2004,2003,11.4,Katy,1.108289626,2.518234357
-98.514125,33.913161,2,2004,2003,6,wf,-0.033343141,-0.075761643
-101.2,30.71,2,2005,2004,10.2,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,2,2005,2004,11.5,llano,-0.5866772,-1.333036643
-97.469,30.179,2,2005,2004,13.5,lostP,0.426622466,0.969363357
-95.551,30.7233,2,2005,2004,13.4,shsu,1.270745451,2.887363357
-99.2906,34.1511,2,2005,2004,9,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,2,2005,2004,6.2,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,2,2005,2004,6.3,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,2,2005,2004,7.3,elreno,0.211630768,0.480863357
-97.672833,37.538006,2,2005,2004,5.3,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,2,2005,2004,6.3,psu,1.645407545,3.738663357
-101.8833,33.5667,2,2005,2004,7.4,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,2,2005,2004,11.3,llela,0.648699869,1.473963357
-95.920129,29.920887,2,2005,2004,14.4,Katy,1.108289626,2.518234357
-98.514125,33.913161,2,2005,2004,9.6,wf,-0.033343141,-0.075761643
-101.2,30.71,2,2006,2005,10.8,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,2,2006,2005,11.6,llano,-0.5866772,-1.333036643
-97.469,30.179,2,2006,2005,12.2,lostP,0.426622466,0.969363357
-95.551,30.7233,2,2006,2005,11.6,shsu,1.270745451,2.887363357
-99.2906,34.1511,2,2006,2005,7.7,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,2,2006,2005,5,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,2,2006,2005,4.1,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,2,2006,2005,5.8,elreno,0.211630768,0.480863357
-97.672833,37.538006,2,2006,2005,3.1,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,2,2006,2005,3.6,psu,1.645407545,3.738663357
-101.8833,33.5667,2,2006,2005,7.5,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,2,2006,2005,9.5,llela,0.648699869,1.473963357
-95.920129,29.920887,2,2006,2005,12.9,Katy,1.108289626,2.518234357
-98.514125,33.913161,2,2006,2005,8.4,wf,-0.033343141,-0.075761643
-101.2,30.71,2,2007,2006,10.4,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,2,2007,2006,11,llano,-0.5866772,-1.333036643
-97.469,30.179,2,2007,2006,12.1,lostP,0.426622466,0.969363357
-95.551,30.7233,2,2007,2006,11.4,shsu,1.270745451,2.887363357
-99.2906,34.1511,2,2007,2006,7.2,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,2,2007,2006,4.1,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,2,2007,2006,2.9,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,2,2007,2006,4.5,elreno,0.211630768,0.480863357
-97.672833,37.538006,2,2007,2006,1.2,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,2,2007,2006,2.1,psu,1.645407545,3.738663357
-101.8833,33.5667,2,2007,2006,6.6,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,2,2007,2006,9.3,llela,0.648699869,1.473963357
-95.920129,29.920887,2,2007,2006,12.3,Katy,1.108289626,2.518234357
-98.514125,33.913161,2,2007,2006,7.9,wf,-0.033343141,-0.075761643
-101.2,30.71,2,2008,2007,12.8,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,2,2008,2007,14.3,llano,-0.5866772,-1.333036643
-97.469,30.179,2,2008,2007,15.1,lostP,0.426622466,0.969363357
-95.551,30.7233,2,2008,2007,14.3,shsu,1.270745451,2.887363357
-99.2906,34.1511,2,2008,2007,9.1,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,2,2008,2007,6.3,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,2,2008,2007,3.5,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,2,2008,2007,4.6,elreno,0.211630768,0.480863357
-97.672833,37.538006,2,2008,2007,0.9,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,2,2008,2007,2.2,psu,1.645407545,3.738663357
-101.8833,33.5667,2,2008,2007,8.8,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,2,2008,2007,11.2,llela,0.648699869,1.473963357
-95.920129,29.920887,2,2008,2007,15.5,Katy,1.108289626,2.518234357
-98.514125,33.913161,2,2008,2007,9.9,wf,-0.033343141,-0.075761643
-101.2,30.71,2,2009,2008,13.7,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,2,2009,2008,14.7,llano,-0.5866772,-1.333036643
-97.469,30.179,2,2009,2008,16.3,lostP,0.426622466,0.969363357
-95.551,30.7233,2,2009,2008,15.7,shsu,1.270745451,2.887363357
-99.2906,34.1511,2,2009,2008,11.8,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,2,2009,2008,8.4,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,2,2009,2008,7.7,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,2,2009,2008,9.2,elreno,0.211630768,0.480863357
-97.672833,37.538006,2,2009,2008,6.1,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,2,2009,2008,6.5,psu,1.645407545,3.738663357
-101.8833,33.5667,2,2009,2008,10,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,2,2009,2008,13,llela,0.648699869,1.473963357
-95.920129,29.920887,2,2009,2008,16.5,Katy,1.108289626,2.518234357
-98.514125,33.913161,2,2009,2008,12.3,wf,-0.033343141,-0.075761643
-101.2,30.71,2,2010,2009,7.7,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,2,2010,2009,8,llano,-0.5866772,-1.333036643
-97.469,30.179,2,2010,2009,8.3,lostP,0.426622466,0.969363357
-95.551,30.7233,2,2010,2009,7.6,shsu,1.270745451,2.887363357
-99.2906,34.1511,2,2010,2009,4.4,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,2,2010,2009,0.9,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,2,2010,2009,1.1,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,2,2010,2009,2,elreno,0.211630768,0.480863357
-97.672833,37.538006,2,2010,2009,-0.2,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,2,2010,2009,0.7,psu,1.645407545,3.738663357
-101.8833,33.5667,2,2010,2009,3.9,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,2,2010,2009,5.4,llela,0.648699869,1.473963357
-95.920129,29.920887,2,2010,2009,8.7,Katy,1.108289626,2.518234357
-98.514125,33.913161,2,2010,2009,4.5,wf,-0.033343141,-0.075761643
-101.2,30.71,2,2011,2010,9.9,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,2,2011,2010,11.1,llano,-0.5866772,-1.333036643
-97.469,30.179,2,2011,2010,11.9,lostP,0.426622466,0.969363357
-95.551,30.7233,2,2011,2010,11.7,shsu,1.270745451,2.887363357
-99.2906,34.1511,2,2011,2010,6.5,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,2,2011,2010,3,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,2,2011,2010,2.8,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,2,2011,2010,4.6,elreno,0.211630768,0.480863357
-97.672833,37.538006,2,2011,2010,0.8,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,2,2011,2010,2.1,psu,1.645407545,3.738663357
-101.8833,33.5667,2,2011,2010,5.7,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,2,2011,2010,9.2,llela,0.648699869,1.473963357
-95.920129,29.920887,2,2011,2010,12.7,Katy,1.108289626,2.518234357
-98.514125,33.913161,2,2011,2010,7.6,wf,-0.033343141,-0.075761643
-101.2,30.71,2,2012,2011,11.1,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,2,2012,2011,11.8,llano,-0.5866772,-1.333036643
-97.469,30.179,2,2012,2011,14,lostP,0.426622466,0.969363357
-95.551,30.7233,2,2012,2011,14.1,shsu,1.270745451,2.887363357
-99.2906,34.1511,2,2012,2011,8.8,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,2,2012,2011,4.8,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,2,2012,2011,4.9,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,2,2012,2011,6.9,elreno,0.211630768,0.480863357
-97.672833,37.538006,2,2012,2011,4.7,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,2,2012,2011,6.4,psu,1.645407545,3.738663357
-101.8833,33.5667,2,2012,2011,7,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,2,2012,2011,11.3,llela,0.648699869,1.473963357
-95.920129,29.920887,2,2012,2011,15.2,Katy,1.108289626,2.518234357
-98.514125,33.913161,2,2012,2011,9.4,wf,-0.033343141,-0.075761643
-101.2,30.71,2,2013,2012,12.1,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,2,2013,2012,13.4,llano,-0.5866772,-1.333036643
-97.469,30.179,2,2013,2012,14.3,lostP,0.426622466,0.969363357
-95.551,30.7233,2,2013,2012,13.3,shsu,1.270745451,2.887363357
-99.2906,34.1511,2,2013,2012,8.4,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,2,2013,2012,3.8,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,2,2013,2012,3.3,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,2,2013,2012,5.3,elreno,0.211630768,0.480863357
-97.672833,37.538006,2,2013,2012,2.6,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,2,2013,2012,3.6,psu,1.645407545,3.738663357
-101.8833,33.5667,2,2013,2012,6.8,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,2,2013,2012,10.7,llela,0.648699869,1.473963357
-95.920129,29.920887,2,2013,2012,14.5,Katy,1.108289626,2.518234357
-98.514125,33.913161,2,2013,2012,9.3,wf,-0.033343141,-0.075761643
-101.2,30.71,2,2014,2013,9.8,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,2,2014,2013,10.5,llano,-0.5866772,-1.333036643
-97.469,30.179,2,2014,2013,11.2,lostP,0.426622466,0.969363357
-95.551,30.7233,2,2014,2013,11,shsu,1.270745451,2.887363357
-99.2906,34.1511,2,2014,2013,4.4,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,2,2014,2013,3.4,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,2,2014,2013,-0.1,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,2,2014,2013,3,elreno,0.211630768,0.480863357
-97.672833,37.538006,2,2014,2013,-0.9,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,2,2014,2013,0.2,psu,1.645407545,3.738663357
-101.8833,33.5667,2,2014,2013,5.5,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,2,2014,2013,7.5,llela,0.648699869,1.473963357
-95.920129,29.920887,2,2014,2013,12.2,Katy,1.108289626,2.518234357
-98.514125,33.913161,2,2014,2013,5.4,wf,-0.033343141,-0.075761643
-101.2,30.71,2,2015,2014,9.3,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,2,2015,2014,10,llano,-0.5866772,-1.333036643
-97.469,30.179,2,2015,2014,10.5,lostP,0.426622466,0.969363357
-95.551,30.7233,2,2015,2014,10,shsu,1.270745451,2.887363357
-99.2906,34.1511,2,2015,2014,6.4,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,2,2015,2014,4.6,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,2,2015,2014,2.5,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,2,2015,2014,3.2,elreno,0.211630768,0.480863357
-97.672833,37.538006,2,2015,2014,0.1,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,2,2015,2014,-0.5,psu,1.645407545,3.738663357
-101.8833,33.5667,2,2015,2014,6,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,2,2015,2014,7.4,llela,0.648699869,1.473963357
-95.920129,29.920887,2,2015,2014,11.4,Katy,1.108289626,2.518234357
-98.514125,33.913161,2,2015,2014,6.7,wf,-0.033343141,-0.075761643
-101.2,30.71,2,2016,2015,12.7,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,2,2016,2015,13.9,llano,-0.5866772,-1.333036643
-97.469,30.179,2,2016,2015,14.6,lostP,0.426622466,0.969363357
-95.551,30.7233,2,2016,2015,14.2,shsu,1.270745451,2.887363357
-99.2906,34.1511,2,2016,2015,11.3,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,2,2016,2015,7.5,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,2,2016,2015,7.8,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,2,2016,2015,9.1,elreno,0.211630768,0.480863357
-97.672833,37.538006,2,2016,2015,6.8,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,2,2016,2015,6.7,psu,1.645407545,3.738663357
-101.8833,33.5667,2,2016,2015,9,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,2,2016,2015,12.5,llela,0.648699869,1.473963357
-95.920129,29.920887,2,2016,2015,15,Katy,1.108289626,2.518234357
-98.514125,33.913161,2,2016,2015,11.9,wf,-0.033343141,-0.075761643
-101.2,30.71,2,2017,2016,14.2,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,2,2017,2016,15.6,llano,-0.5866772,-1.333036643
-97.469,30.179,2,2017,2016,17.7,lostP,0.426622466,0.969363357
-95.551,30.7233,2,2017,2016,18,shsu,1.270745451,2.887363357
-99.2906,34.1511,2,2017,2016,12.2,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,2,2017,2016,8.9,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,2,2017,2016,8.5,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,2,2017,2016,10.3,elreno,0.211630768,0.480863357
-97.672833,37.538006,2,2017,2016,7.7,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,2,2017,2016,9.4,psu,1.645407545,3.738663357
-101.8833,33.5667,2,2017,2016,11.1,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,2,2017,2016,14.6,llela,0.648699869,1.473963357
-95.920129,29.920887,2,2017,2016,18.8,Katy,1.108289626,2.518234357
-98.514125,33.913161,2,2017,2016,13.3,wf,-0.033343141,-0.075761643
-101.2,30.71,2,2018,2017,12,ozona,-1.215412391,-2.761636643
