"transition","site","Longitude","Latitude","long.scaled","long.center","season","tas"
"1904-1905","wf",-98.514125,33.913161,-0.0333431408253389,-0.0757616428571453,"ds",27.25
"1904-1905","wf",-98.514125,33.913161,-0.0333431408253389,-0.0757616428571453,"gs",12.24375
"1904-1905","woodward",-99.3978,36.4331,-0.422253661474805,-0.959436642857142,"ds",24.2375
"1904-1905","woodward",-99.3978,36.4331,-0.422253661474805,-0.959436642857142,"gs",7.55625
"1905-1906","buffalolake",-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"ds",23.9
"1905-1906","buffalolake",-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"gs",8.31875
"1905-1906","elreno",-97.9575,35.5303,0.211630767632538,0.480863357142866,"ds",25.1875
"1905-1906","elreno",-97.9575,35.5303,0.211630767632538,0.480863357142866,"gs",10.01875
"1905-1906","Katy",-95.920129,29.920887,1.10828962565854,2.51823435714286,"ds",27.225
"1905-1906","Katy",-95.920129,29.920887,1.10828962565854,2.51823435714286,"gs",16.1875
"1905-1906","llano",-99.7714,30.4897,-0.586677200122656,-1.33303664285714,"ds",26.9375
"1905-1906","llano",-99.7714,30.4897,-0.586677200122656,-1.33303664285714,"gs",14.68125
"1905-1906","llela",-96.9644,33.0692,0.648699868893731,1.47396335714286,"ds",27.8
"1905-1906","llela",-96.9644,33.0692,0.648699868893731,1.47396335714286,"gs",13.63125
"1905-1906","lostP",-97.469,30.179,0.426622466319573,0.969363357142868,"ds",27.9375
"1905-1906","lostP",-97.469,30.179,0.426622466319573,0.969363357142868,"gs",15.9875
"1905-1906","lubbock",-101.8833,33.5667,-1.51613670566441,-3.44493664285714,"ds",24.7375
"1905-1906","lubbock",-101.8833,33.5667,-1.51613670566441,-3.44493664285714,"gs",10.0875
"1905-1906","ninnescah",-97.672833,37.538006,0.33691437436773,0.765530357142865,"ds",24.6125
"1905-1906","ninnescah",-97.672833,37.538006,0.33691437436773,0.765530357142865,"gs",7.63125
"1905-1906","ozona",-101.2,30.71,-1.21541239100146,-2.76163664285714,"ds",26.35
"1905-1906","ozona",-101.2,30.71,-1.21541239100146,-2.76163664285714,"gs",13.61875
"1905-1906","psu",-94.6997,37.4103,1.64540754548846,3.73866335714285,"ds",24.05
"1905-1906","psu",-94.6997,37.4103,1.64540754548846,3.73866335714285,"gs",8.39375
"1905-1906","shsu",-95.551,30.7233,1.27074545113376,2.88736335714286,"ds",27.275
"1905-1906","shsu",-95.551,30.7233,1.27074545113376,2.88736335714286,"gs",15.46875
"1905-1906","vernon",-99.2906,34.1511,-0.375074316338159,-0.852236642857136,"ds",27.3625
"1905-1906","vernon",-99.2906,34.1511,-0.375074316338159,-0.852236642857136,"gs",12.15625
"1905-1906","wf",-98.514125,33.913161,-0.0333431408253389,-0.0757616428571453,"ds",27.5
"1905-1906","wf",-98.514125,33.913161,-0.0333431408253389,-0.0757616428571453,"gs",12.65625
"1905-1906","woodward",-99.3978,36.4331,-0.422253661474805,-0.959436642857142,"ds",25.2
"1905-1906","woodward",-99.3978,36.4331,-0.422253661474805,-0.959436642857142,"gs",8.55625
"1906-1907","buffalolake",-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"ds",22.6625
"1906-1907","buffalolake",-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"gs",9.68125
"1906-1907","elreno",-97.9575,35.5303,0.211630767632538,0.480863357142866,"ds",24.025
"1906-1907","elreno",-97.9575,35.5303,0.211630767632538,0.480863357142866,"gs",10.575
"1906-1907","Katy",-95.920129,29.920887,1.10828962565854,2.51823435714286,"ds",27.35
"1906-1907","Katy",-95.920129,29.920887,1.10828962565854,2.51823435714286,"gs",17.8125
"1906-1907","llano",-99.7714,30.4897,-0.586677200122656,-1.33303664285714,"ds",26.65
"1906-1907","llano",-99.7714,30.4897,-0.586677200122656,-1.33303664285714,"gs",16.425
"1906-1907","llela",-96.9644,33.0692,0.648699868893731,1.47396335714286,"ds",26.875
