Longitude,Latitude,month,year,tempmin,site,long.scaled,long.center
-97.469,30.179,6,2009,24.7,lostP,0.426622466,0.969363357
-95.551,30.7233,6,2009,23.3,shsu,1.270745451,2.887363357
-99.2906,34.1511,6,2009,24.2,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,6,2009,19,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,6,2009,21.5,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,6,2009,22.7,elreno,0.211630768,0.480863357
-97.672833,37.538006,6,2009,21.3,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,6,2009,21.4,psu,1.645407545,3.738663357
-101.8833,33.5667,6,2009,20.5,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,6,2009,24.1,llela,0.648699869,1.473963357
-95.920129,29.920887,6,2009,24.1,Katy,1.108289626,2.518234357
-98.514125,33.913161,6,2009,24.2,wf,-0.033343141,-0.075761643
-101.2,30.71,6,2010,22.4,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,6,2010,23.3,llano,-0.5866772,-1.333036643
-97.469,30.179,6,2010,24.1,lostP,0.426622466,0.969363357
-95.551,30.7233,6,2010,24.1,shsu,1.270745451,2.887363357
-99.2906,34.1511,6,2010,25.2,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,6,2010,20.8,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,6,2010,22.9,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,6,2010,23.9,elreno,0.211630768,0.480863357
-97.672833,37.538006,6,2010,22.4,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,6,2010,22.8,psu,1.645407545,3.738663357
-101.8833,33.5667,6,2010,21.4,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,6,2010,25.2,llela,0.648699869,1.473963357
-95.920129,29.920887,6,2010,24.4,Katy,1.108289626,2.518234357
-98.514125,33.913161,6,2010,25.3,wf,-0.033343141,-0.075761643
-101.2,30.71,6,2011,23.1,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,6,2011,23.4,llano,-0.5866772,-1.333036643
-97.469,30.179,6,2011,24.3,lostP,0.426622466,0.969363357
-95.551,30.7233,6,2011,23.8,shsu,1.270745451,2.887363357
-99.2906,34.1511,6,2011,27,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,6,2011,22.8,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,6,2011,24.6,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,6,2011,25.1,elreno,0.211630768,0.480863357
-97.672833,37.538006,6,2011,23.4,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,6,2011,22.7,psu,1.645407545,3.738663357
-101.8833,33.5667,6,2011,23.6,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,6,2011,25.3,llela,0.648699869,1.473963357
-95.920129,29.920887,6,2011,24.3,Katy,1.108289626,2.518234357
-98.514125,33.913161,6,2011,26.7,wf,-0.033343141,-0.075761643
-101.2,30.71,6,2012,22.5,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,6,2012,22.8,llano,-0.5866772,-1.333036643
-97.469,30.179,6,2012,24.3,lostP,0.426622466,0.969363357
-95.551,30.7233,6,2012,23.7,shsu,1.270745451,2.887363357
-99.2906,34.1511,6,2012,23.3,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,6,2012,20,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,6,2012,21.2,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,6,2012,21.7,elreno,0.211630768,0.480863357
-97.672833,37.538006,6,2012,21,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,6,2012,21.2,psu,1.645407545,3.738663357
-101.8833,33.5667,6,2012,21.1,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,6,2012,23.5,llela,0.648699869,1.473963357
-95.920129,29.920887,6,2012,24.3,Katy,1.108289626,2.518234357
-98.514125,33.913161,6,2012,23.6,wf,-0.033343141,-0.075761643
-101.2,30.71,6,2013,21.5,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,6,2013,22,llano,-0.5866772,-1.333036643
-97.469,30.179,6,2013,23.6,lostP,0.426622466,0.969363357
-95.551,30.7233,6,2013,22.9,shsu,1.270745451,2.887363357
-99.2906,34.1511,6,2013,23.4,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,6,2013,20,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,6,2013,21.5,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,6,2013,21.8,elreno,0.211630768,0.480863357
-97.672833,37.538006,6,2013,20.5,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,6,2013,20.4,psu,1.645407545,3.738663357
-101.8833,33.5667,6,2013,21,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,6,2013,23.3,llela,0.648699869,1.473963357
-95.920129,29.920887,6,2013,24.4,Katy,1.108289626,2.518234357
-98.514125,33.913161,6,2013,23.3,wf,-0.033343141,-0.075761643
-101.2,30.71,6,2014,21.9,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,6,2014,22.4,llano,-0.5866772,-1.333036643
-97.469,30.179,6,2014,23.2,lostP,0.426622466,0.969363357
-95.551,30.7233,6,2014,22.9,shsu,1.270745451,2.887363357
-99.2906,34.1511,6,2014,23.2,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,6,2014,18.8,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,6,2014,21,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,6,2014,21.7,elreno,0.211630768,0.480863357
-97.672833,37.538006,6,2014,20.7,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,6,2014,20.5,psu,1.645407545,3.738663357
-101.8833,33.5667,6,2014,19.8,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,6,2014,23.2,llela,0.648699869,1.473963357
-95.920129,29.920887,6,2014,23.5,Katy,1.108289626,2.518234357
-98.514125,33.913161,6,2014,23.4,wf,-0.033343141,-0.075761643
-101.2,30.71,6,2015,20.6,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,6,2015,22,llano,-0.5866772,-1.333036643
-97.469,30.179,6,2015,22.4,lostP,0.426622466,0.969363357
-95.551,30.7233,6,2015,22.5,shsu,1.270745451,2.887363357
-99.2906,34.1511,6,2015,22.1,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,6,2015,18.3,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,6,2015,20.7,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,6,2015,21.6,elreno,0.211630768,0.480863357
-97.672833,37.538006,6,2015,20.9,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,6,2015,21.2,psu,1.645407545,3.738663357
-101.8833,33.5667,6,2015,18.9,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,6,2015,22.9,llela,0.648699869,1.473963357
-95.920129,29.920887,6,2015,22.8,Katy,1.108289626,2.518234357
-98.514125,33.913161,6,2015,22.6,wf,-0.033343141,-0.075761643
-101.2,30.71,6,2016,21.1,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,6,2016,22.1,llano,-0.5866772,-1.333036643
-97.469,30.179,6,2016,23.1,lostP,0.426622466,0.969363357
-95.551,30.7233,6,2016,22.9,shsu,1.270745451,2.887363357
-99.2906,34.1511,6,2016,22.3,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,6,2016,19.6,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,6,2016,21.5,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,6,2016,22.2,elreno,0.211630768,0.480863357
-97.672833,37.538006,6,2016,21.8,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,6,2016,21.8,psu,1.645407545,3.738663357
-101.8833,33.5667,6,2016,20,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,6,2016,23.3,llela,0.648699869,1.473963357
-95.920129,29.920887,6,2016,23.2,Katy,1.108289626,2.518234357
-98.514125,33.913161,6,2016,22.9,wf,-0.033343141,-0.075761643
-101.2,30.71,6,2017,21.5,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,6,2017,21.6,llano,-0.5866772,-1.333036643
-97.469,30.179,6,2017,23.3,lostP,0.426622466,0.969363357
-95.551,30.7233,6,2017,23,shsu,1.270745451,2.887363357
-99.2906,34.1511,6,2017,22.5,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,6,2017,18.9,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,6,2017,20.4,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,6,2017,21.2,elreno,0.211630768,0.480863357
-97.672833,37.538006,6,2017,20.2,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,6,2017,19.8,psu,1.645407545,3.738663357
-101.8833,33.5667,6,2017,20.3,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,6,2017,22.9,llela,0.648699869,1.473963357
-95.920129,29.920887,6,2017,23.6,Katy,1.108289626,2.518234357
-98.514125,33.913161,6,2017,23.1,wf,-0.033343141,-0.075761643
-101.2,30.71,6,2018,23.3,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,6,2018,23.8,llano,-0.5866772,-1.333036643
-97.469,30.179,6,2018,25,lostP,0.426622466,0.969363357
-95.551,30.7233,6,2018,24.4,shsu,1.270745451,2.887363357
-99.2906,34.1511,6,2018,25.6,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,6,2018,21,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,6,2018,22.7,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,6,2018,23.8,elreno,0.211630768,0.480863357
-97.672833,37.538006,6,2018,22.9,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,6,2018,22.6,psu,1.645407545,3.738663357
-101.8833,33.5667,6,2018,22.3,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,6,2018,25.7,llela,0.648699869,1.473963357
-95.920129,29.920887,6,2018,24.6,Katy,1.108289626,2.518234357
-98.514125,33.913161,6,2018,25.9,wf,-0.033343141,-0.075761643
-101.2,30.71,6,2019,20.9,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,6,2019,22.5,llano,-0.5866772,-1.333036643
-97.469,30.179,6,2019,23.1,lostP,0.426622466,0.969363357
-95.551,30.7233,6,2019,22.9,shsu,1.270745451,2.887363357
-99.2906,34.1511,6,2019,21.4,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,6,2019,17.5,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,6,2019,19.2,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,6,2019,20.1,elreno,0.211630768,0.480863357
-97.672833,37.538006,6,2019,19.4,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,6,2019,19.7,psu,1.645407545,3.738663357
-101.8833,33.5667,6,2019,18.7,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,6,2019,22.1,llela,0.648699869,1.473963357
-95.920129,29.920887,6,2019,23.6,Katy,1.108289626,2.518234357
-98.514125,33.913161,6,2019,21.7,wf,-0.033343141,-0.075761643
-101.2,30.71,7,1979,22.5,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,7,1979,23,llano,-0.5866772,-1.333036643
-97.469,30.179,7,1979,24.2,lostP,0.426622466,0.969363357
-95.551,30.7233,7,1979,23.8,shsu,1.270745451,2.887363357
-99.2906,34.1511,7,1979,24.6,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,7,1979,20.5,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,7,1979,22.7,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,7,1979,23.2,elreno,0.211630768,0.480863357
-97.672833,37.538006,7,1979,22,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,7,1979,21.7,psu,1.645407545,3.738663357
-101.8833,33.5667,7,1979,21.3,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,7,1979,24.4,llela,0.648699869,1.473963357
-95.920129,29.920887,7,1979,24.2,Katy,1.108289626,2.518234357
-98.514125,33.913161,7,1979,24.9,wf,-0.033343141,-0.075761643
-101.2,30.71,7,1980,24.3,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,7,1980,24.9,llano,-0.5866772,-1.333036643
-97.469,30.179,7,1980,25.6,lostP,0.426622466,0.969363357
-95.551,30.7233,7,1980,24.7,shsu,1.270745451,2.887363357
-99.2906,34.1511,7,1980,27.7,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,7,1980,23.3,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,7,1980,25.7,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,7,1980,27.1,elreno,0.211630768,0.480863357
-97.672833,37.538006,7,1980,26.3,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,7,1980,25.9,psu,1.645407545,3.738663357
-101.8833,33.5667,7,1980,23.4,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,7,1980,27,llela,0.648699869,1.473963357
-95.920129,29.920887,7,1980,24.9,Katy,1.108289626,2.518234357
-98.514125,33.913161,7,1980,28,wf,-0.033343141,-0.075761643
-101.2,30.71,7,1981,22.1,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,7,1981,23,llano,-0.5866772,-1.333036643
-97.469,30.179,7,1981,23.9,lostP,0.426622466,0.969363357
-95.551,30.7233,7,1981,24,shsu,1.270745451,2.887363357
-99.2906,34.1511,7,1981,26.1,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,7,1981,21.3,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,7,1981,24,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,7,1981,25.4,elreno,0.211630768,0.480863357
-97.672833,37.538006,7,1981,23.4,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,7,1981,23.8,psu,1.645407545,3.738663357
-101.8833,33.5667,7,1981,21.9,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,7,1981,25.6,llela,0.648699869,1.473963357
-95.920129,29.920887,7,1981,24,Katy,1.108289626,2.518234357
-98.514125,33.913161,7,1981,26.4,wf,-0.033343141,-0.075761643
-101.2,30.71,7,1982,22.9,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,7,1982,23.6,llano,-0.5866772,-1.333036643
-97.469,30.179,7,1982,25.3,lostP,0.426622466,0.969363357
-95.551,30.7233,7,1982,24.2,shsu,1.270745451,2.887363357
-99.2906,34.1511,7,1982,23.8,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,7,1982,20.1,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,7,1982,22,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,7,1982,23.4,elreno,0.211630768,0.480863357
-97.672833,37.538006,7,1982,22.5,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,7,1982,23.1,psu,1.645407545,3.738663357
-101.8833,33.5667,7,1982,21.3,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,7,1982,25.3,llela,0.648699869,1.473963357
-95.920129,29.920887,7,1982,24.8,Katy,1.108289626,2.518234357
-98.514125,33.913161,7,1982,24.6,wf,-0.033343141,-0.075761643
-101.2,30.71,7,1983,22.4,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,7,1983,23,llano,-0.5866772,-1.333036643
-97.469,30.179,7,1983,23.6,lostP,0.426622466,0.969363357
-95.551,30.7233,7,1983,23.3,shsu,1.270745451,2.887363357
-99.2906,34.1511,7,1983,24.6,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,7,1983,20.7,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,7,1983,23.4,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,7,1983,23.6,elreno,0.211630768,0.480863357
-97.672833,37.538006,7,1983,22.7,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,7,1983,22.7,psu,1.645407545,3.738663357
-101.8833,33.5667,7,1983,21.5,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,7,1983,23.9,llela,0.648699869,1.473963357
-95.920129,29.920887,7,1983,23.5,Katy,1.108289626,2.518234357
-98.514125,33.913161,7,1983,24.2,wf,-0.033343141,-0.075761643
-101.2,30.71,7,1984,22.2,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,7,1984,23,llano,-0.5866772,-1.333036643
-97.469,30.179,7,1984,24.8,lostP,0.426622466,0.969363357
-95.551,30.7233,7,1984,23.4,shsu,1.270745451,2.887363357
-99.2906,34.1511,7,1984,24.4,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,7,1984,19.6,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,7,1984,22.7,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,7,1984,22.9,elreno,0.211630768,0.480863357
-97.672833,37.538006,7,1984,21.6,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,7,1984,21.3,psu,1.645407545,3.738663357
-101.8833,33.5667,7,1984,20.5,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,7,1984,24.8,llela,0.648699869,1.473963357
-95.920129,29.920887,7,1984,23.7,Katy,1.108289626,2.518234357
-98.514125,33.913161,7,1984,25,wf,-0.033343141,-0.075761643
-101.2,30.71,7,1985,21,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,7,1985,22.3,llano,-0.5866772,-1.333036643
-97.469,30.179,7,1985,23.8,lostP,0.426622466,0.969363357
-95.551,30.7233,7,1985,23.4,shsu,1.270745451,2.887363357
-99.2906,34.1511,7,1985,23.6,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,7,1985,19.9,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,7,1985,22.5,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,7,1985,22.6,elreno,0.211630768,0.480863357
-97.672833,37.538006,7,1985,22.3,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,7,1985,22,psu,1.645407545,3.738663357
-101.8833,33.5667,7,1985,20.1,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,7,1985,24.9,llela,0.648699869,1.473963357
-95.920129,29.920887,7,1985,23.4,Katy,1.108289626,2.518234357
-98.514125,33.913161,7,1985,24,wf,-0.033343141,-0.075761643
-101.2,30.71,7,1986,22.5,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,7,1986,23.5,llano,-0.5866772,-1.333036643
-97.469,30.179,7,1986,24.6,lostP,0.426622466,0.969363357
-95.551,30.7233,7,1986,24.7,shsu,1.270745451,2.887363357
-99.2906,34.1511,7,1986,25.9,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,7,1986,21,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,7,1986,24.2,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,7,1986,25.6,elreno,0.211630768,0.480863357
-97.672833,37.538006,7,1986,24.2,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,7,1986,24.4,psu,1.645407545,3.738663357
-101.8833,33.5667,7,1986,21.2,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,7,1986,25.6,llela,0.648699869,1.473963357
-95.920129,29.920887,7,1986,25.4,Katy,1.108289626,2.518234357
-98.514125,33.913161,7,1986,26,wf,-0.033343141,-0.075761643
-101.2,30.71,7,1987,21.4,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,7,1987,22.3,llano,-0.5866772,-1.333036643
-97.469,30.179,7,1987,24,lostP,0.426622466,0.969363357
-95.551,30.7233,7,1987,23.6,shsu,1.270745451,2.887363357
-99.2906,34.1511,7,1987,23.5,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,7,1987,19.8,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,7,1987,21.9,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,7,1987,22.5,elreno,0.211630768,0.480863357
-97.672833,37.538006,7,1987,21.9,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,7,1987,22.2,psu,1.645407545,3.738663357
-101.8833,33.5667,7,1987,20.1,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,7,1987,24.4,llela,0.648699869,1.473963357
-95.920129,29.920887,7,1987,24.3,Katy,1.108289626,2.518234357
-98.514125,33.913161,7,1987,23.7,wf,-0.033343141,-0.075761643
-101.2,30.71,7,1988,21.7,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,7,1988,22.4,llano,-0.5866772,-1.333036643
-97.469,30.179,7,1988,24.4,lostP,0.426622466,0.969363357
-95.551,30.7233,7,1988,24,shsu,1.270745451,2.887363357
-99.2906,34.1511,7,1988,24.2,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,7,1988,19.1,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,7,1988,22.3,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,7,1988,23.1,elreno,0.211630768,0.480863357
-97.672833,37.538006,7,1988,22.3,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,7,1988,22.2,psu,1.645407545,3.738663357
-101.8833,33.5667,7,1988,20.1,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,7,1988,25.3,llela,0.648699869,1.473963357
-95.920129,29.920887,7,1988,24.5,Katy,1.108289626,2.518234357
-98.514125,33.913161,7,1988,24.5,wf,-0.033343141,-0.075761643
-101.2,30.71,7,1989,23.4,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,7,1989,24.2,llano,-0.5866772,-1.333036643
-97.469,30.179,7,1989,24.4,lostP,0.426622466,0.969363357
-95.551,30.7233,7,1989,23.1,shsu,1.270745451,2.887363357
-99.2906,34.1511,7,1989,23.6,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,7,1989,19.5,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,7,1989,20.8,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,7,1989,22.1,elreno,0.211630768,0.480863357
-97.672833,37.538006,7,1989,21.9,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,7,1989,21.5,psu,1.645407545,3.738663357
-101.8833,33.5667,7,1989,21,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,7,1989,23.7,llela,0.648699869,1.473963357
-95.920129,29.920887,7,1989,23.5,Katy,1.108289626,2.518234357
-98.514125,33.913161,7,1989,23.7,wf,-0.033343141,-0.075761643
-101.2,30.71,7,1990,21.5,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,7,1990,22.1,llano,-0.5866772,-1.333036643
-97.469,30.179,7,1990,24,lostP,0.426622466,0.969363357
-95.551,30.7233,7,1990,23,shsu,1.270745451,2.887363357
-99.2906,34.1511,7,1990,23.3,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,7,1990,19.7,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,7,1990,22.3,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,7,1990,23,elreno,0.211630768,0.480863357
-97.672833,37.538006,7,1990,22.9,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,7,1990,22.2,psu,1.645407545,3.738663357
-101.8833,33.5667,7,1990,20.2,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,7,1990,24,llela,0.648699869,1.473963357
-95.920129,29.920887,7,1990,23.4,Katy,1.108289626,2.518234357
-98.514125,33.913161,7,1990,23.6,wf,-0.033343141,-0.075761643
-101.2,30.71,7,1991,22.1,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,7,1991,22.8,llano,-0.5866772,-1.333036643
-97.469,30.179,7,1991,24.4,lostP,0.426622466,0.969363357
-95.551,30.7233,7,1991,23.7,shsu,1.270745451,2.887363357
-99.2906,34.1511,7,1991,24.8,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,7,1991,19.7,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,7,1991,23.4,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,7,1991,24,elreno,0.211630768,0.480863357
-97.672833,37.538006,7,1991,23.4,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,7,1991,22.7,psu,1.645407545,3.738663357
-101.8833,33.5667,7,1991,20.5,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,7,1991,24.7,llela,0.648699869,1.473963357
-95.920129,29.920887,7,1991,23.9,Katy,1.108289626,2.518234357
-98.514125,33.913161,7,1991,25.3,wf,-0.033343141,-0.075761643
-101.2,30.71,7,1992,21.9,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,7,1992,23,llano,-0.5866772,-1.333036643
-97.469,30.179,7,1992,24.6,lostP,0.426622466,0.969363357
-95.551,30.7233,7,1992,24.2,shsu,1.270745451,2.887363357
-99.2906,34.1511,7,1992,24.1,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,7,1992,19.9,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,7,1992,21.8,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,7,1992,23.2,elreno,0.211630768,0.480863357
-97.672833,37.538006,7,1992,21.6,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,7,1992,22,psu,1.645407545,3.738663357
-101.8833,33.5667,7,1992,20.8,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,7,1992,24.7,llela,0.648699869,1.473963357
-95.920129,29.920887,7,1992,24.6,Katy,1.108289626,2.518234357
-98.514125,33.913161,7,1992,24.3,wf,-0.033343141,-0.075761643
-101.2,30.71,7,1993,22.8,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,7,1993,23.3,llano,-0.5866772,-1.333036643
-97.469,30.179,7,1993,24.8,lostP,0.426622466,0.969363357
-95.551,30.7233,7,1993,24.1,shsu,1.270745451,2.887363357
-99.2906,34.1511,7,1993,26.8,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,7,1993,21.7,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,7,1993,24.6,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,7,1993,25.4,elreno,0.211630768,0.480863357
-97.672833,37.538006,7,1993,23.9,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,7,1993,24.1,psu,1.645407545,3.738663357
-101.8833,33.5667,7,1993,22.5,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,7,1993,25.7,llela,0.648699869,1.473963357
-95.920129,29.920887,7,1993,24.3,Katy,1.108289626,2.518234357
-98.514125,33.913161,7,1993,26.8,wf,-0.033343141,-0.075761643
-101.2,30.71,7,1994,23.1,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,7,1994,23.6,llano,-0.5866772,-1.333036643
-97.469,30.179,7,1994,25.3,lostP,0.426622466,0.969363357
-95.551,30.7233,7,1994,23.9,shsu,1.270745451,2.887363357
-99.2906,34.1511,7,1994,24.4,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,7,1994,20.7,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,7,1994,22.3,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,7,1994,22.7,elreno,0.211630768,0.480863357
-97.672833,37.538006,7,1994,21.6,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,7,1994,21.3,psu,1.645407545,3.738663357
-101.8833,33.5667,7,1994,22.2,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,7,1994,24.6,llela,0.648699869,1.473963357
-95.920129,29.920887,7,1994,24.4,Katy,1.108289626,2.518234357
-98.514125,33.913161,7,1994,24.4,wf,-0.033343141,-0.075761643
-101.2,30.71,7,1995,23,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,7,1995,23.4,llano,-0.5866772,-1.333036643
-97.469,30.179,7,1995,24.6,lostP,0.426622466,0.969363357
-95.551,30.7233,7,1995,24.3,shsu,1.270745451,2.887363357
-99.2906,34.1511,7,1995,24.6,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,7,1995,20.1,buffalolake,-1.499412684,-3.406936643
