Longitude,Latitude,month,year,tempmin,site,long.scaled,long.center
-94.6997,37.4103,2,2004,-1.4,psu,1.645407545,3.738663357
-101.8833,33.5667,2,2004,0.2,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,2,2004,3.6,llela,0.648699869,1.473963357
-95.920129,29.920887,2,2004,7.3,Katy,1.108289626,2.518234357
-98.514125,33.913161,2,2004,1.9,wf,-0.033343141,-0.075761643
-101.2,30.71,2,2005,6.4,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,2,2005,7.5,llano,-0.5866772,-1.333036643
-97.469,30.179,2,2005,10.2,lostP,0.426622466,0.969363357
-95.551,30.7233,2,2005,9.8,shsu,1.270745451,2.887363357
-99.2906,34.1511,2,2005,4.6,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,2,2005,1.5,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,2,2005,2.4,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,2,2005,3.3,elreno,0.211630768,0.480863357
-97.672833,37.538006,2,2005,1.1,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,2,2005,1.9,psu,1.645407545,3.738663357
-101.8833,33.5667,2,2005,2.7,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,2,2005,7.3,llela,0.648699869,1.473963357
-95.920129,29.920887,2,2005,11,Katy,1.108289626,2.518234357
-98.514125,33.913161,2,2005,5.3,wf,-0.033343141,-0.075761643
-101.2,30.71,2,2006,5.7,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,2,2006,6.4,llano,-0.5866772,-1.333036643
-97.469,30.179,2,2006,7.2,lostP,0.426622466,0.969363357
-95.551,30.7233,2,2006,7.1,shsu,1.270745451,2.887363357
-99.2906,34.1511,2,2006,2.6,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,2,2006,-0.7,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,2,2006,-1.1,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,2,2006,0.8,elreno,0.211630768,0.480863357
-97.672833,37.538006,2,2006,-1.7,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,2,2006,-0.8,psu,1.645407545,3.738663357
-101.8833,33.5667,2,2006,1.9,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,2,2006,5,llela,0.648699869,1.473963357
-95.920129,29.920887,2,2006,8.3,Katy,1.108289626,2.518234357
-98.514125,33.913161,2,2006,3.4,wf,-0.033343141,-0.075761643
-101.2,30.71,2,2007,5.3,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,2,2007,6,llano,-0.5866772,-1.333036643
-97.469,30.179,2,2007,7.2,lostP,0.426622466,0.969363357
-95.551,30.7233,2,2007,6.6,shsu,1.270745451,2.887363357
-99.2906,34.1511,2,2007,2.4,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,2,2007,-1.4,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,2,2007,-1.7,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,2,2007,0.1,elreno,0.211630768,0.480863357
-97.672833,37.538006,2,2007,-3.1,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,2,2007,-2.2,psu,1.645407545,3.738663357
-101.8833,33.5667,2,2007,1.1,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,2,2007,4.7,llela,0.648699869,1.473963357
-95.920129,29.920887,2,2007,7.6,Katy,1.108289626,2.518234357
-98.514125,33.913161,2,2007,3.1,wf,-0.033343141,-0.075761643
-101.2,30.71,2,2008,7,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,2,2008,8.6,llano,-0.5866772,-1.333036643
-97.469,30.179,2,2008,9.5,lostP,0.426622466,0.969363357
-95.551,30.7233,2,2008,9.3,shsu,1.270745451,2.887363357
-99.2906,34.1511,2,2008,3.4,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,2,2008,1,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,2,2008,-1.3,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,2,2008,-0.2,elreno,0.211630768,0.480863357
-97.672833,37.538006,2,2008,-3.6,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,2,2008,-1.8,psu,1.645407545,3.738663357
-101.8833,33.5667,2,2008,3.3,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,2,2008,5.6,llela,0.648699869,1.473963357
-95.920129,29.920887,2,2008,10.3,Katy,1.108289626,2.518234357
-98.514125,33.913161,2,2008,4.1,wf,-0.033343141,-0.075761643
-101.2,30.71,2,2009,7.6,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,2,2009,8.9,llano,-0.5866772,-1.333036643
-97.469,30.179,2,2009,11.1,lostP,0.426622466,0.969363357
-95.551,30.7233,2,2009,10.9,shsu,1.270745451,2.887363357
-99.2906,34.1511,2,2009,5.9,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,2,2009,3.1,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,2,2009,2.4,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,2,2009,4.3,elreno,0.211630768,0.480863357
-97.672833,37.538006,2,2009,1,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,2,2009,1.9,psu,1.645407545,3.738663357
-101.8833,33.5667,2,2009,4.1,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,2,2009,8.3,llela,0.648699869,1.473963357
-95.920129,29.920887,2,2009,11.8,Katy,1.108289626,2.518234357
-98.514125,33.913161,2,2009,6.8,wf,-0.033343141,-0.075761643
-101.2,30.71,2,2010,3.2,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,2,2010,3.6,llano,-0.5866772,-1.333036643
-97.469,30.179,2,2010,4,lostP,0.426622466,0.969363357
-95.551,30.7233,2,2010,3.5,shsu,1.270745451,2.887363357
-99.2906,34.1511,2,2010,0.1,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,2,2010,-3.8,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,2,2010,-2.7,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,2,2010,-1.7,elreno,0.211630768,0.480863357
-97.672833,37.538006,2,2010,-3.6,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,2,2010,-2.8,psu,1.645407545,3.738663357
-101.8833,33.5667,2,2010,-0.9,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,2,2010,1.6,llela,0.648699869,1.473963357
-95.920129,29.920887,2,2010,4.6,Katy,1.108289626,2.518234357
-98.514125,33.913161,2,2010,0.4,wf,-0.033343141,-0.075761643
-101.2,30.71,2,2011,4.3,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,2,2011,5.5,llano,-0.5866772,-1.333036643
-97.469,30.179,2,2011,6.4,lostP,0.426622466,0.969363357
-95.551,30.7233,2,2011,6.8,shsu,1.270745451,2.887363357
-99.2906,34.1511,2,2011,0.8,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,2,2011,-2.5,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,2,2011,-2.3,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,2,2011,-0.7,elreno,0.211630768,0.480863357
-97.672833,37.538006,2,2011,-4.1,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,2,2011,-3.1,psu,1.645407545,3.738663357
-101.8833,33.5667,2,2011,0,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,2,2011,4.4,llela,0.648699869,1.473963357
-95.920129,29.920887,2,2011,7.5,Katy,1.108289626,2.518234357
-98.514125,33.913161,2,2011,2.2,wf,-0.033343141,-0.075761643
-101.2,30.71,2,2012,6.5,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,2,2012,7.2,llano,-0.5866772,-1.333036643
-97.469,30.179,2,2012,10,lostP,0.426622466,0.969363357
-95.551,30.7233,2,2012,10.1,shsu,1.270745451,2.887363357
-99.2906,34.1511,2,2012,4,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,2,2012,0.4,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,2,2012,0.9,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,2,2012,2.6,elreno,0.211630768,0.480863357
-97.672833,37.538006,2,2012,0.2,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,2,2012,2.2,psu,1.645407545,3.738663357
-101.8833,33.5667,2,2012,2.1,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,2,2012,7.1,llela,0.648699869,1.473963357
-95.920129,29.920887,2,2012,11.3,Katy,1.108289626,2.518234357
-98.514125,33.913161,2,2012,4.9,wf,-0.033343141,-0.075761643
-101.2,30.71,2,2013,6.3,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,2,2013,7.7,llano,-0.5866772,-1.333036643
-97.469,30.179,2,2013,9.2,lostP,0.426622466,0.969363357
-95.551,30.7233,2,2013,8.8,shsu,1.270745451,2.887363357
-99.2906,34.1511,2,2013,3,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,2,2013,-1.5,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,2,2013,-1.3,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,2,2013,0.9,elreno,0.211630768,0.480863357
-97.672833,37.538006,2,2013,-1.7,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,2,2013,-0.4,psu,1.645407545,3.738663357
-101.8833,33.5667,2,2013,1,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,2,2013,6.4,llela,0.648699869,1.473963357
-95.920129,29.920887,2,2013,9.9,Katy,1.108289626,2.518234357
-98.514125,33.913161,2,2013,4.2,wf,-0.033343141,-0.075761643
-101.2,30.71,2,2014,4.1,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,2,2014,5.1,llano,-0.5866772,-1.333036643
-97.469,30.179,2,2014,6.8,lostP,0.426622466,0.969363357
-95.551,30.7233,2,2014,6.8,shsu,1.270745451,2.887363357
-99.2906,34.1511,2,2014,-0.3,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,2,2014,-1.6,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,2,2014,-4.9,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,2,2014,-1.7,elreno,0.211630768,0.480863357
-97.672833,37.538006,2,2014,-6,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,2,2014,-4.6,psu,1.645407545,3.738663357
-101.8833,33.5667,2,2014,0.5,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,2,2014,3.2,llela,0.648699869,1.473963357
-95.920129,29.920887,2,2014,7.9,Katy,1.108289626,2.518234357
-98.514125,33.913161,2,2014,0.6,wf,-0.033343141,-0.075761643
-101.2,30.71,2,2015,4.3,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,2,2015,5.2,llano,-0.5866772,-1.333036643
-97.469,30.179,2,2015,6.1,lostP,0.426622466,0.969363357
-95.551,30.7233,2,2015,5.8,shsu,1.270745451,2.887363357
-99.2906,34.1511,2,2015,1.5,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,2,2015,-0.7,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,2,2015,-2.3,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,2,2015,-1.4,elreno,0.211630768,0.480863357
-97.672833,37.538006,2,2015,-4.3,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,2,2015,-4.6,psu,1.645407545,3.738663357
-101.8833,33.5667,2,2015,0.9,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,2,2015,3.3,llela,0.648699869,1.473963357
-95.920129,29.920887,2,2015,7.1,Katy,1.108289626,2.518234357
-98.514125,33.913161,2,2015,1.9,wf,-0.033343141,-0.075761643
-101.2,30.71,2,2016,7,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,2,2016,8.2,llano,-0.5866772,-1.333036643
-97.469,30.179,2,2016,9.2,lostP,0.426622466,0.969363357
-95.551,30.7233,2,2016,9.3,shsu,1.270745451,2.887363357
-99.2906,34.1511,2,2016,6,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,2,2016,2.6,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,2,2016,3.5,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,2,2016,4.5,elreno,0.211630768,0.480863357
-97.672833,37.538006,2,2016,2,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,2,2016,2.5,psu,1.645407545,3.738663357
-101.8833,33.5667,2,2016,3.5,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,2,2016,7.4,llela,0.648699869,1.473963357
-95.920129,29.920887,2,2016,10.1,Katy,1.108289626,2.518234357
-98.514125,33.913161,2,2016,6.5,wf,-0.033343141,-0.075761643
-101.2,30.71,2,2017,9,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,2,2017,10.6,llano,-0.5866772,-1.333036643
-97.469,30.179,2,2017,12.9,lostP,0.426622466,0.969363357
-95.551,30.7233,2,2017,13.6,shsu,1.270745451,2.887363357
-99.2906,34.1511,2,2017,7.1,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,2,2017,3.9,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,2,2017,3.5,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,2,2017,5.7,elreno,0.211630768,0.480863357
-97.672833,37.538006,2,2017,3,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,2,2017,4.5,psu,1.645407545,3.738663357
-101.8833,33.5667,2,2017,5.7,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,2,2017,10.4,llela,0.648699869,1.473963357
-95.920129,29.920887,2,2017,14.5,Katy,1.108289626,2.518234357
-98.514125,33.913161,2,2017,8.3,wf,-0.033343141,-0.075761643
-101.2,30.71,2,2018,7.4,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,2,2018,8.1,llano,-0.5866772,-1.333036643
-97.469,30.179,2,2018,10,lostP,0.426622466,0.969363357
-95.551,30.7233,2,2018,11.2,shsu,1.270745451,2.887363357
-99.2906,34.1511,2,2018,2.2,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,2,2018,0.6,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,2,2018,-1.3,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,2,2018,0.3,elreno,0.211630768,0.480863357
-97.672833,37.538006,2,2018,-2.3,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,2,2018,-0.5,psu,1.645407545,3.738663357
-101.8833,33.5667,2,2018,2,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,2,2018,5.6,llela,0.648699869,1.473963357
-95.920129,29.920887,2,2018,12.5,Katy,1.108289626,2.518234357
-98.514125,33.913161,2,2018,3,wf,-0.033343141,-0.075761643
-101.2,30.71,2,2019,7.4,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,2,2019,8.6,llano,-0.5866772,-1.333036643
-97.469,30.179,2,2019,9.5,lostP,0.426622466,0.969363357
-95.551,30.7233,2,2019,9.9,shsu,1.270745451,2.887363357
-99.2906,34.1511,2,2019,3.6,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,2,2019,0.4,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,2,2019,-2.1,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,2,2019,0.5,elreno,0.211630768,0.480863357
-97.672833,37.538006,2,2019,-3.4,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,2,2019,-0.9,psu,1.645407545,3.738663357
-101.8833,33.5667,2,2019,2.9,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,2,2019,6.7,llela,0.648699869,1.473963357
-95.920129,29.920887,2,2019,11.2,Katy,1.108289626,2.518234357
-98.514125,33.913161,2,2019,4.6,wf,-0.033343141,-0.075761643
-101.2,30.71,3,1979,9.6,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,3,1979,10.5,llano,-0.5866772,-1.333036643
-97.469,30.179,3,1979,11.7,lostP,0.426622466,0.969363357
-95.551,30.7233,3,1979,11,shsu,1.270745451,2.887363357
-99.2906,34.1511,3,1979,7.1,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,3,1979,3.8,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,3,1979,4.4,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,3,1979,5.6,elreno,0.211630768,0.480863357
-97.672833,37.538006,3,1979,2.7,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,3,1979,4.1,psu,1.645407545,3.738663357
-101.8833,33.5667,3,1979,5.2,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,3,1979,9.7,llela,0.648699869,1.473963357
-95.920129,29.920887,3,1979,11.9,Katy,1.108289626,2.518234357
-98.514125,33.913161,3,1979,7.9,wf,-0.033343141,-0.075761643
-101.2,30.71,3,1980,8.7,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,3,1980,9.8,llano,-0.5866772,-1.333036643
-97.469,30.179,3,1980,11.4,lostP,0.426622466,0.969363357
-95.551,30.7233,3,1980,10.8,shsu,1.270745451,2.887363357
-99.2906,34.1511,3,1980,6.5,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,3,1980,2.9,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,3,1980,2.5,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,3,1980,4.5,elreno,0.211630768,0.480863357
-97.672833,37.538006,3,1980,1.7,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,3,1980,2.1,psu,1.645407545,3.738663357
-101.8833,33.5667,3,1980,5,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,3,1980,8.3,llela,0.648699869,1.473963357
-95.920129,29.920887,3,1980,12,Katy,1.108289626,2.518234357
-98.514125,33.913161,3,1980,7.1,wf,-0.033343141,-0.075761643
-101.2,30.71,3,1981,8.4,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,3,1981,9.5,llano,-0.5866772,-1.333036643
-97.469,30.179,3,1981,11.5,lostP,0.426622466,0.969363357
-95.551,30.7233,3,1981,11.1,shsu,1.270745451,2.887363357
-99.2906,34.1511,3,1981,8.1,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,3,1981,4.3,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,3,1981,5.4,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,3,1981,6.9,elreno,0.211630768,0.480863357
-97.672833,37.538006,3,1981,4.6,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,3,1981,4.8,psu,1.645407545,3.738663357
-101.8833,33.5667,3,1981,5.7,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,3,1981,9.8,llela,0.648699869,1.473963357
-95.920129,29.920887,3,1981,11.8,Katy,1.108289626,2.518234357
-98.514125,33.913161,3,1981,8.6,wf,-0.033343141,-0.075761643
-101.2,30.71,3,1982,10.6,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,3,1982,12,llano,-0.5866772,-1.333036643
-97.469,30.179,3,1982,13.7,lostP,0.426622466,0.969363357
-95.551,30.7233,3,1982,13.6,shsu,1.270745451,2.887363357
-99.2906,34.1511,3,1982,8.2,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,3,1982,4.3,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,3,1982,4.2,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,3,1982,6.4,elreno,0.211630768,0.480863357
-97.672833,37.538006,3,1982,3.5,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,3,1982,5.3,psu,1.645407545,3.738663357
-101.8833,33.5667,3,1982,6.7,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,3,1982,11.5,llela,0.648699869,1.473963357
-95.920129,29.920887,3,1982,14.2,Katy,1.108289626,2.518234357
-98.514125,33.913161,3,1982,9,wf,-0.033343141,-0.075761643
-101.2,30.71,3,1983,8.8,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,3,1983,9.5,llano,-0.5866772,-1.333036643
-97.469,30.179,3,1983,10,lostP,0.426622466,0.969363357
-95.551,30.7233,3,1983,9.2,shsu,1.270745451,2.887363357
-99.2906,34.1511,3,1983,6.9,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,3,1983,2.9,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,3,1983,3.3,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,3,1983,5.1,elreno,0.211630768,0.480863357
-97.672833,37.538006,3,1983,3.2,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,3,1983,4.6,psu,1.645407545,3.738663357
-101.8833,33.5667,3,1983,5.5,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,3,1983,8.4,llela,0.648699869,1.473963357
-95.920129,29.920887,3,1983,10,Katy,1.108289626,2.518234357
-98.514125,33.913161,3,1983,7.5,wf,-0.033343141,-0.075761643
-101.2,30.71,3,1984,9.2,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,3,1984,10.6,llano,-0.5866772,-1.333036643
-97.469,30.179,3,1984,12.1,lostP,0.426622466,0.969363357
-95.551,30.7233,3,1984,11.1,shsu,1.270745451,2.887363357
-99.2906,34.1511,3,1984,6.3,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,3,1984,1.6,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,3,1984,1.9,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,3,1984,3.8,elreno,0.211630768,0.480863357
-97.672833,37.538006,3,1984,1.1,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,3,1984,2.5,psu,1.645407545,3.738663357
-101.8833,33.5667,3,1984,3.9,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,3,1984,8.9,llela,0.648699869,1.473963357
-95.920129,29.920887,3,1984,11.8,Katy,1.108289626,2.518234357
-98.514125,33.913161,3,1984,7.2,wf,-0.033343141,-0.075761643
-101.2,30.71,3,1985,10.9,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,3,1985,12.3,llano,-0.5866772,-1.333036643
-97.469,30.179,3,1985,14,lostP,0.426622466,0.969363357
-95.551,30.7233,3,1985,13.7,shsu,1.270745451,2.887363357
-99.2906,34.1511,3,1985,9.3,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,3,1985,4.9,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,3,1985,5.8,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,3,1985,7.8,elreno,0.211630768,0.480863357
-97.672833,37.538006,3,1985,5.3,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,3,1985,6.6,psu,1.645407545,3.738663357
-101.8833,33.5667,3,1985,7.3,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,3,1985,12.2,llela,0.648699869,1.473963357
-95.920129,29.920887,3,1985,14.2,Katy,1.108289626,2.518234357
-98.514125,33.913161,3,1985,10.3,wf,-0.033343141,-0.075761643
-101.2,30.71,3,1986,10.3,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,3,1986,11.2,llano,-0.5866772,-1.333036643
-97.469,30.179,3,1986,11.7,lostP,0.426622466,0.969363357
-95.551,30.7233,3,1986,11.3,shsu,1.270745451,2.887363357
-99.2906,34.1511,3,1986,10.1,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,3,1986,6.4,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,3,1986,7.4,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,3,1986,8.4,elreno,0.211630768,0.480863357
-97.672833,37.538006,3,1986,6.2,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,3,1986,6.2,psu,1.645407545,3.738663357
-101.8833,33.5667,3,1986,7.8,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,3,1986,10.7,llela,0.648699869,1.473963357
-95.920129,29.920887,3,1986,11.9,Katy,1.108289626,2.518234357
-98.514125,33.913161,3,1986,10.7,wf,-0.033343141,-0.075761643
-101.2,30.71,3,1987,6.3,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,3,1987,7.2,llano,-0.5866772,-1.333036643
-97.469,30.179,3,1987,8.3,lostP,0.426622466,0.969363357
-95.551,30.7233,3,1987,8.2,shsu,1.270745451,2.887363357
-99.2906,34.1511,3,1987,5.2,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,3,1987,1.8,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,3,1987,3.4,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,3,1987,4.7,elreno,0.211630768,0.480863357
-97.672833,37.538006,3,1987,3.4,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,3,1987,5.1,psu,1.645407545,3.738663357
-101.8833,33.5667,3,1987,3.4,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,3,1987,7.4,llela,0.648699869,1.473963357
-95.920129,29.920887,3,1987,8.9,Katy,1.108289626,2.518234357
-98.514125,33.913161,3,1987,5.9,wf,-0.033343141,-0.075761643
-101.2,30.71,3,1988,8.3,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,3,1988,9.6,llano,-0.5866772,-1.333036643
-97.469,30.179,3,1988,11.1,lostP,0.426622466,0.969363357
-95.551,30.7233,3,1988,10.6,shsu,1.270745451,2.887363357
-99.2906,34.1511,3,1988,6.4,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,3,1988,2.1,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,3,1988,2.3,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,3,1988,4.2,elreno,0.211630768,0.480863357
-97.672833,37.538006,3,1988,2.1,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,3,1988,3.4,psu,1.645407545,3.738663357
-101.8833,33.5667,3,1988,4.5,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,3,1988,8.5,llela,0.648699869,1.473963357
-95.920129,29.920887,3,1988,11.5,Katy,1.108289626,2.518234357
-98.514125,33.913161,3,1988,7.1,wf,-0.033343141,-0.075761643
-101.2,30.71,3,1989,8.7,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,3,1989,9.4,llano,-0.5866772,-1.333036643
-97.469,30.179,3,1989,10.6,lostP,0.426622466,0.969363357
-95.551,30.7233,3,1989,10.9,shsu,1.270745451,2.887363357
-99.2906,34.1511,3,1989,7.8,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,3,1989,4.6,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,3,1989,4.5,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,3,1989,5.8,elreno,0.211630768,0.480863357
-97.672833,37.538006,3,1989,3.7,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,3,1989,3.3,psu,1.645407545,3.738663357
-101.8833,33.5667,3,1989,6.1,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,3,1989,8.8,llela,0.648699869,1.473963357
-95.920129,29.920887,3,1989,11.5,Katy,1.108289626,2.518234357
-98.514125,33.913161,3,1989,7.5,wf,-0.033343141,-0.075761643
-101.2,30.71,3,1990,9.8,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,3,1990,11.1,llano,-0.5866772,-1.333036643
-97.469,30.179,3,1990,12.8,lostP,0.426622466,0.969363357
-95.551,30.7233,3,1990,12.7,shsu,1.270745451,2.887363357
-99.2906,34.1511,3,1990,8.3,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,3,1990,4.2,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,3,1990,5.1,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,3,1990,6.8,elreno,0.211630768,0.480863357
-97.672833,37.538006,3,1990,4.3,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,3,1990,6,psu,1.645407545,3.738663357
-101.8833,33.5667,3,1990,6,lubbock,-1.516136706,-3.444936643
