Longitude,Latitude,month,year,tempmax,site,long.scaled,long.center
-95.920129,29.920887,4,1980,24.9,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1980,25.1,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1981,25.2,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1981,26.4,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1981,28.2,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1981,27.4,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1981,27.4,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1981,25,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1981,26.4,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1981,26.6,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1981,26.1,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1981,24.8,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1981,25.3,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1981,27.3,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1981,28,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1981,27.5,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1982,27.6,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1982,26.5,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1982,26,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1982,24.4,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1982,25,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1982,22.2,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1982,20.9,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1982,21.5,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1982,19.6,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1982,18.6,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1982,24.3,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1982,23.5,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1982,25.7,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1982,24,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1983,25.2,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1983,26.2,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1983,24.9,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1983,22.9,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1983,23.5,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1983,19.4,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1983,17.7,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1983,18.8,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1983,15.5,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1983,16.2,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1983,21.8,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1983,22.6,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1983,23.5,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1983,22.5,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1984,27.8,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1984,29.2,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1984,30.2,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1984,26,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1984,24.8,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1984,20,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1984,19.1,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1984,20.3,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1984,16.7,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1984,18.3,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1984,23.5,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1984,24.7,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1984,27.3,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1984,25.3,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1985,26.8,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1985,27.8,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1985,26.9,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1985,25.9,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1985,26.3,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1985,23.3,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1985,23.6,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1985,23,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1985,21.9,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1985,21.8,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1985,25.5,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1985,25.1,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1985,26.2,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1985,25.3,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1986,28.5,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1986,28.6,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1986,27,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1986,27.2,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1986,26.8,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1986,25.1,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1986,24.7,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1986,23.9,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1986,23.1,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1986,21.9,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1986,26.3,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1986,24.8,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1986,28.2,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1986,25.8,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1987,24.3,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1987,25.6,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1987,28,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1987,26.9,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1987,26.2,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1987,23.1,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1987,23.4,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1987,23.5,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1987,21.5,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1987,22.2,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1987,24.4,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1987,26.4,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1987,27,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1987,26.1,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1988,27.6,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1988,28.2,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1988,28,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1988,26.1,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1988,26.1,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1988,22,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1988,21.3,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1988,21.4,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1988,20.2,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1988,21.1,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1988,23.8,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1988,26.1,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1988,26.6,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1988,26.1,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1989,28.1,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1989,28.6,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1989,27.5,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1989,26,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1989,27.7,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1989,25,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1989,24.9,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1989,25,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1989,24.8,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1989,21.3,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1989,27.3,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1989,25.3,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1989,26.2,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1989,26.2,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1990,24.6,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1990,25.3,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1990,26.6,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1990,25.4,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1990,23.6,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1990,22.6,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1990,21.8,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1990,21.1,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1990,20,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1990,20.1,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1990,24.6,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1990,23.6,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1990,25.7,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1990,23.2,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1991,27.2,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1991,28.4,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1991,27.2,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1991,26.4,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1991,27.6,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1991,23.5,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1991,24,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1991,24.7,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1991,21.9,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1991,21.6,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1991,26.3,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1991,25.8,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1991,26.9,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1991,27.8,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1992,25.8,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1992,26.1,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1992,25.8,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1992,25,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1992,25.6,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1992,23.9,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1992,23.4,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1992,23.8,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1992,21.8,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1992,20.9,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1992,24.6,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1992,24.5,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1992,25.4,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1992,25.5,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1993,26.2,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1993,27,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1993,24.8,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1993,23.1,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1993,24.7,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1993,23.2,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1993,20,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1993,20.4,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1993,17.9,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1993,18.3,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1993,25,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1993,22.6,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1993,24,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1993,24,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1994,27.3,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1994,28.2,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1994,27.5,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1994,25.4,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1994,27.5,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1994,24.4,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1994,24.5,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1994,23.6,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1994,21.6,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1994,21.5,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1994,25.6,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1994,25.4,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1994,25.6,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1994,27.2,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1995,27.1,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1995,27.3,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1995,25,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1995,24.3,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1995,25.3,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1995,22.7,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1995,20.8,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1995,21.1,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1995,19.5,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1995,20.3,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1995,25.1,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1995,23.9,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1995,25.1,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1995,24.2,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1996,27.6,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1996,28.8,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1996,29.2,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1996,26.7,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1996,27.7,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1996,25.4,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1996,25.6,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1996,24.2,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1996,23,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1996,20.5,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1996,27,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1996,25.7,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1996,26.5,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1996,26.4,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1997,22.7,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1997,22.5,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1997,23,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1997,22.4,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1997,21.1,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1997,17.9,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1997,18.3,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1997,18.7,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1997,17.7,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1997,18.3,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1997,20.2,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1997,21,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1997,23,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1997,21.1,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1998,26.8,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1998,27.6,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1998,26,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1998,24.6,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1998,24.8,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1998,20.6,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1998,20.4,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1998,20.3,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1998,18.7,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1998,19.6,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1998,24.1,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1998,23.4,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1998,25.2,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1998,24,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1999,26.5,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1999,28.2,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1999,27.6,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1999,26.8,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1999,25.5,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1999,21,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1999,21.1,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1999,22.2,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1999,19.6,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1999,20.6,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1999,24.7,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1999,25.7,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1999,27.2,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1999,25.6,wf,-0.033343141,-0.075761643
-101.2,30.71,4,2000,28.7,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,2000,28.7,llano,-0.5866772,-1.333036643
-97.469,30.179,4,2000,27.3,lostP,0.426622466,0.969363357
-95.551,30.7233,4,2000,26,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,2000,26.2,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,2000,23.8,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,2000,22.7,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,2000,23.1,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,2000,20.8,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,2000,21.1,psu,1.645407545,3.738663357
-101.8833,33.5667,4,2000,25.4,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,2000,24.2,llela,0.648699869,1.473963357
-95.920129,29.920887,4,2000,26.7,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,2000,26.2,wf,-0.033343141,-0.075761643
-101.2,30.71,4,2001,26.1,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,2001,25.8,llano,-0.5866772,-1.333036643
-97.469,30.179,4,2001,26.2,lostP,0.426622466,0.969363357
-95.551,30.7233,4,2001,26.2,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,2001,26.1,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,2001,24.7,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,2001,24.5,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,2001,23.7,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,2001,22.4,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,2001,23.4,psu,1.645407545,3.738663357
-101.8833,33.5667,4,2001,25.7,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,2001,25.2,llela,0.648699869,1.473963357
-95.920129,29.920887,4,2001,26.6,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,2001,25.7,wf,-0.033343141,-0.075761643
-101.2,30.71,4,2002,28.4,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,2002,29.3,llano,-0.5866772,-1.333036643
-97.469,30.179,4,2002,27.9,lostP,0.426622466,0.969363357
-95.551,30.7233,4,2002,26.9,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,2002,24.6,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,2002,25.2,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,2002,24.2,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,2002,23.2,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,2002,22.9,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,2002,21.5,psu,1.645407545,3.738663357
-101.8833,33.5667,4,2002,25.2,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,2002,25.3,llela,0.648699869,1.473963357
-95.920129,29.920887,4,2002,28.5,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,2002,24.6,wf,-0.033343141,-0.075761643
-101.2,30.71,4,2003,28,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,2003,29.1,llano,-0.5866772,-1.333036643
-97.469,30.179,4,2003,26.4,lostP,0.426622466,0.969363357
-95.551,30.7233,4,2003,25.9,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,2003,27.1,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,2003,24,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,2003,23.7,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,2003,24.1,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,2003,21.5,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,2003,21.7,psu,1.645407545,3.738663357
-101.8833,33.5667,4,2003,25.9,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,2003,26.5,llela,0.648699869,1.473963357
-95.920129,29.920887,4,2003,26,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,2003,27.4,wf,-0.033343141,-0.075761643
-101.2,30.71,4,2004,23.8,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,2004,24,llano,-0.5866772,-1.333036643
-97.469,30.179,4,2004,24.8,lostP,0.426622466,0.969363357
-95.551,30.7233,4,2004,24.7,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,2004,25.6,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,2004,21.4,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,2004,22,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,2004,22,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,2004,20.2,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,2004,20.3,psu,1.645407545,3.738663357
-101.8833,33.5667,4,2004,22.9,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,2004,24.5,llela,0.648699869,1.473963357
-95.920129,29.920887,4,2004,25.2,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,2004,25.7,wf,-0.033343141,-0.075761643
-101.2,30.71,4,2005,26.2,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,2005,27.6,llano,-0.5866772,-1.333036643
-97.469,30.179,4,2005,26.6,lostP,0.426622466,0.969363357
-95.551,30.7233,4,2005,25.5,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,2005,26,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,2005,22.4,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,2005,22.9,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,2005,23.4,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,2005,20.9,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,2005,20.4,psu,1.645407545,3.738663357
-101.8833,33.5667,4,2005,24.1,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,2005,24.8,llela,0.648699869,1.473963357
-95.920129,29.920887,4,2005,25.8,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,2005,26.3,wf,-0.033343141,-0.075761643
-101.2,30.71,4,2006,28.2,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,2006,29.8,llano,-0.5866772,-1.333036643
-97.469,30.179,4,2006,31,lostP,0.426622466,0.969363357
-95.551,30.7233,4,2006,30.4,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,2006,29.5,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,2006,26.7,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,2006,26.8,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,2006,28.1,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,2006,25.8,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,2006,25,psu,1.645407545,3.738663357
-101.8833,33.5667,4,2006,28.5,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,2006,28.2,llela,0.648699869,1.473963357
-95.920129,29.920887,4,2006,30.6,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,2006,29.5,wf,-0.033343141,-0.075761643
-101.2,30.71,4,2007,24.4,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,2007,24.8,llano,-0.5866772,-1.333036643
-97.469,30.179,4,2007,24.2,lostP,0.426622466,0.969363357
-95.551,30.7233,4,2007,23.4,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,2007,22.3,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,2007,19.7,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,2007,19.1,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,2007,19.4,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,2007,18.1,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,2007,18.7,psu,1.645407545,3.738663357
-101.8833,33.5667,4,2007,21.7,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,2007,23,llela,0.648699869,1.473963357
-95.920129,29.920887,4,2007,23.9,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,2007,22.3,wf,-0.033343141,-0.075761643
-101.2,30.71,4,2008,27.5,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,2008,28,llano,-0.5866772,-1.333036643
-97.469,30.179,4,2008,27.2,lostP,0.426622466,0.969363357
