"site","Longitude","Latitude","Block","Aluminum.Tag","source_pop","source_ind","ppt_mismatch","Sex","year_t1","tillerN_t0","flowerN_t0","flowerLength1_t0","flowerLength2_t0","flowerLength3_t0","MaxLength_t0","MaxWidth_t0","surv_t1","tillerN_t1","flowerN_t1","flowerLength1_t1","flowerLength2_t1","flowerLength3_t1","MaxLength_t1","MaxWidth_t1"
"elreno",-97.9575,35.5303,6,35,"HHC",107,-256.771246870613,"F",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,5,30,"SLR",317,301.198700593507,"M",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,9,50,"LLELA",374,-75.403878897827,"M",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,7,40,"SLR",318,301.198700593507,"M",2017,4,0,NA,NA,NA,1,4,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,10,55,"HHC",60,-256.771246870613,"F",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,12,72,"COB",361,201.110138425157,"M",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,12,70,"SSC",87,86.3331544494599,"F",2017,20,11,13.1,12.3,10.4,24,36,NA,NA,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,4,24,"LAR",355,112.441323759604,"M",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,7,42,"QLP",38,138.108426096326,"M",2017,13,0,NA,NA,NA,7,21,1,2,0,NA,NA,NA,0,0
"elreno",-97.9575,35.5303,14,79,"COB",367,201.110138425157,"F",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,11,63,"QLP",1,138.108426096326,"F",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,8,48,"HHC",142,-256.771246870613,"M",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,14,84,"LLELA",373,-75.403878897827,"M",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,11,64,"QLP",25,138.108426096326,"M",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,7,39,"SSC",87,86.3331544494599,"F",2017,14,7,15.5,20,16.4,10,19,NA,NA,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,9,53,"SLR",314,301.198700593507,"F",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,1,5,"CWM",98,168.521494614054,"F",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,1,6,"CWM",14,168.521494614054,"M",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,10,56,"HHC",147,-256.771246870613,"M",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,10,58,"LLELA",376,-75.403878897827,"M",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,3,14,"QLP",40,138.108426096326,"M",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,7,41,"QLP",5,138.108426096326,"F",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,14,82,"HHC",67,-256.771246870613,"M",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,2,11,"HHC",59,-256.771246870613,"F",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,6,36,"HHC",131,-256.771246870613,"M",2017,56,4,12.8,12.5,12.3,29,55,1,28,3,12,10.5,14.5,20,53
"elreno",-97.9575,35.5303,5,26,"QLP",211,138.108426096326,"M",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,8,43,"QLP",3,138.108426096326,"F",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,10,57,"LLELA",378,-75.403878897827,"F",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,8,47,"HHC",145,-256.771246870613,"F",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,2,7,"CWM",97,168.521494614054,"F",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,9,54,"SSC",81,86.3331544494599,"M",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,7,38,"LLELA",374,-75.403878897827,"M",2017,25,4,13.4,13.6,10.5,15,30,NA,NA,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,5,28,"LAR",357,112.441323759604,"M",2017,0,2,12,11.6,NA,1,12,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,12,67,"LLELA",372,-75.403878897827,"F",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,6,31,"COB",293,201.110138425157,"F",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,11,62,"COB",308,201.110138425157,"M",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,13,78,"LLELA",377,-75.403878897827,"M",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,12,69,"SSC",81,86.3331544494599,"M",2017,4,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,14,80,"COB",363,201.110138425157,"M",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,3,15,"SSC",87,86.3331544494599,"F",2017,16,10,9.3,8.2,9,10,27,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,9,52,"QLP",219,138.108426096326,"M",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,6,32,"COB",306,201.110138425157,"M",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,8,45,"COB",360,201.110138425157,"F",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,1,1,"SSC",87,86.3331544494599,"F",2017,17,4,11.8,8.9,9.5,13,34,1,3,0,NA,NA,NA,1,6
"elreno",-97.9575,35.5303,4,21,"CWM",109,168.521494614054,"F",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,1,2,"SLR",319,301.198700593507,"M",2017,21,3,11.7,10.2,10.2,14,19,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,6,33,"CWM",110,168.521494614054,"F",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,13,74,"CWM",15,168.521494614054,"M",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,3,16,"SLR",320,301.198700593507,"M",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,12,68,"LLELA",375,-75.403878897827,"M",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,5,25,"QLP",6,138.108426096326,"F",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,3,13,"QLP",4,138.108426096326,"F",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,4,20,"HHC",71,-256.771246870613,"M",2017,44,6,19.2,17.8,17.4,30,43,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,9,51,"QLP",12,138.108426096326,"F",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,11,65,"LAR",292,112.441323759604,"F",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,7,37,"LLELA",371,-75.403878897827,"F",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,14,83,"LAR",309,112.441323759604,"F",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,13,76,"COB",295,201.110138425157,"M",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,4,19,"HHC",89,-256.771246870613,"F",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,2,8,"CWM",17,168.521494614054,"M",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,4,22,"CWM",18,168.521494614054,"M",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,13,73,"CWM",34,168.521494614054,"F",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,10,60,"CWM",166,168.521494614054,"M",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,2,12,"HHC",68,-256.771246870613,"M",2017,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,2,10,"LAR",302,112.441323759604,"M",2017,68,16,19,18.5,17.4,48,56,1,20,0,NA,NA,NA,16,50
"elreno",-97.9575,35.5303,9,49,"LLELA",370,-75.403878897827,"F",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,14,81,"HHC",58,-256.771246870613,"F",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,3,17,"LAR",354,112.441323759604,"F",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,2,9,"LAR",309,112.441323759604,"F",2017,25,2,12.7,10.8,NA,10,44,1,18,0,NA,NA,NA,27,42
"elreno",-97.9575,35.5303,3,18,"LAR",351,112.441323759604,"M",2017,3,2,9.7,14.6,NA,1,13,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,11,66,"LAR",294,112.441323759604,"M",2017,14,4,9.7,8.5,8.4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,1,3,"LAR",299,112.441323759604,"F",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,13,77,"LLELA",368,-75.403878897827,"F",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,13,75,"COB",293,201.110138425157,"F",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,11,61,"COB",365,201.110138425157,"F",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,6,34,"CWM",121,168.521494614054,"M",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,12,71,"COB",366,201.110138425157,"F",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,8,44,"QLP",215,138.108426096326,"M",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"elreno",-97.9575,35.5303,5,29,"SLR",316,301.198700593507,"F",2017,6,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,7,39,"COB",293,138.990234473581,"F",2015,3,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,2,8,"LAR",294,50.3214198080279,"M",2015,4,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,6,31,"LAR",292,50.3214198080279,"F",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,2,11,"HHC",49,-318.891150822189,"F",2015,1,NA,NA,NA,NA,NA,NA,1,2,0,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,2,10,"CWM",121,106.401590662478,"M",2015,2,NA,NA,NA,NA,NA,NA,1,5,1,6.1,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,9,52,"HHC",131,-318.891150822189,"M",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,1,6,"COB",363,138.990234473581,"M",2015,4,NA,NA,NA,NA,NA,NA,1,4,0,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,10,59,"QLP",5,75.9885221447499,"F",2015,5,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,11,61,"LAR",292,50.3214198080279,"F",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,3,13,"HHC",145,-318.891150822189,"F",2015,3,NA,NA,NA,NA,NA,NA,1,2,0,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,8,46,"HHC",142,-318.891150822189,"M",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,6,32,"LLELA",377,-137.523782849403,"M",2015,2,NA,NA,NA,NA,NA,NA,1,7,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,9,51,"HHC",89,-318.891150822189,"F",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,13,73,"LAR",309,50.3214198080279,"F",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,10,57,"COB",362,138.990234473581,"M",2015,3,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,13,75,"QLP",4,75.9885221447499,"F",2015,2,NA,NA,NA,NA,NA,NA,1,4,0,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,12,67,"SSC",87,24.2132504978839,"F",2015,2,NA,NA,NA,NA,NA,NA,1,5,1,9.1,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,8,48,"LAR",302,50.3214198080279,"M",2015,3,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,11,66,"COB",361,138.990234473581,"M",2015,2,NA,NA,NA,NA,NA,NA,1,4,0,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,5,28,"CWM",15,106.401590662478,"M",2015,3,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,10,55,"SSC",87,24.2132504978839,"F",2015,4,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,6,34,"QLP",38,75.9885221447499,"M",2015,3,NA,NA,NA,NA,NA,NA,1,16,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,6,33,"QLP",3,75.9885221447499,"F",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,3,18,"LLELA",373,-137.523782849403,"M",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,3,16,"QLP",25,75.9885221447499,"M",2015,4,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,2,7,"LAR",292,50.3214198080279,"F",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,4,21,"SLR",315,239.078796641931,"F",2015,2,NA,NA,NA,NA,NA,NA,1,2,0,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,5,25,"HHC",58,-318.891150822189,"F",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,1,1,"SSC",87,24.2132504978839,"F",2015,5,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,5,30,"LAR",357,50.3214198080279,"M",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,14,83,"LAR",299,50.3214198080279,"F",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,7,37,"CWM",110,106.401590662478,"F",2015,3,NA,NA,NA,NA,NA,NA,1,2,1,6.3,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,7,40,"COB",306,138.990234473581,"M",2015,2,NA,NA,NA,NA,NA,NA,1,4,0,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,6,35,"SLR",313,239.078796641931,"F",2015,4,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,4,19,"COB",293,138.990234473581,"F",2015,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,4,20,"COB",295,138.990234473581,"M",2015,1,NA,NA,NA,NA,NA,NA,1,3,0,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,3,15,"QLP",1,75.9885221447499,"F",2015,1,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,12,70,"COB",308,138.990234473581,"M",2015,4,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,13,77,"LLELA",372,-137.523782849403,"F",2015,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,11,62,"LLELA",376,-137.523782849403,"M",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,8,44,"QLP",215,75.9885221447499,"M",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,10,56,"SLR",320,239.078796641931,"M",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,8,45,"HHC",107,-318.891150822189,"F",2015,3,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,4,23,"QLP",12,75.9885221447499,"F",2015,3,NA,NA,NA,NA,NA,NA,1,2,0,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,2,9,"CWM",114,106.401590662478,"F",2015,3,NA,NA,NA,NA,NA,NA,1,3,0,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,3,14,"HHC",147,-318.891150822189,"M",2015,1,NA,NA,NA,NA,NA,NA,1,2,0,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,10,58,"COB",366,138.990234473581,"F",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,14,82,"LLELA",374,-137.523782849403,"M",2015,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,9,50,"LLELA",374,-137.523782849403,"M",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,13,76,"QLP",40,75.9885221447499,"M",2015,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,12,68,"SLR",317,239.078796641931,"M",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,8,47,"LAR",296,50.3214198080279,"F",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,14,79,"HHC",59,-318.891150822189,"F",2015,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,4,22,"SSC",81,24.2132504978839,"M",2015,3,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,14,84,"LAR",310,50.3214198080279,"M",2015,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,1,3,"CWM",34,106.401590662478,"F",2015,2,NA,NA,NA,NA,NA,NA,1,7,2,5.3,2,NA,NA,NA
"ninnescah",-97.672833,37.538006,5,29,"LAR",359,50.3214198080279,"F",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,11,63,"CWM",98,106.401590662478,"F",2015,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,12,71,"LAR",358,50.3214198080279,"F",2015,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,9,49,"LLELA",370,-137.523782849403,"F",2015,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,7,42,"SSC",87,24.2132504978839,"F",2015,3,NA,NA,NA,NA,NA,NA,1,9,3,11.4,8.4,9.1,NA,NA
"ninnescah",-97.672833,37.538006,6,36,"SSC",81,24.2132504978839,"M",2015,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,13,78,"LLELA",375,-137.523782849403,"M",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,1,4,"CWM",14,106.401590662478,"M",2015,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,9,53,"CWM",109,106.401590662478,"F",2015,4,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,13,74,"LAR",351,50.3214198080279,"M",2015,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,12,72,"LAR",355,50.3214198080279,"M",2015,1,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,5,27,"CWM",97,106.401590662478,"F",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,4,24,"QLP",219,75.9885221447499,"M",2015,2,NA,NA,NA,NA,NA,NA,1,2,0,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,2,12,"HHC",67,-318.891150822189,"M",2015,1,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,7,41,"SSC",81,24.2132504978839,"M",2015,2,NA,NA,NA,NA,NA,NA,1,6,2,0,5.5,NA,NA,NA
"ninnescah",-97.672833,37.538006,1,5,"COB",365,138.990234473581,"F",2015,6,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,9,54,"CWM",18,106.401590662478,"M",2015,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,1,2,"SSC",81,24.2132504978839,"M",2015,3,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,5,26,"HHC",68,-318.891150822189,"M",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,14,81,"LLELA",371,-137.523782849403,"F",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,12,69,"COB",360,138.990234473581,"F",2015,5,NA,NA,NA,NA,NA,NA,1,8,1,6.1,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,10,60,"QLP",211,75.9885221447499,"M",2015,3,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,11,65,"COB",364,138.990234473581,"F",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,11,64,"CWM",17,106.401590662478,"M",2015,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,14,80,"HHC",71,-318.891150822189,"M",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,8,43,"QLP",6,75.9885221447499,"F",2015,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,3,17,"LLELA",368,-137.523782849403,"F",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,7,38,"CWM",166,106.401590662478,"M",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,1,4,"CWM",14,106.401590662478,"M",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ninnescah",-97.672833,37.538006,5,30,"LAR",357,50.3214198080279,"M",2016,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
