"site","Longitude","Latitude","Block","Aluminum.Tag","source_pop","source_ind","ppt_mismatch","Sex","year_t1","tillerN_t0","flowerN_t0","flowerLength1_t0","flowerLength2_t0","flowerLength3_t0","MaxLength_t0","MaxWidth_t0","surv_t1","tillerN_t1","flowerN_t1","flowerLength1_t1","flowerLength2_t1","flowerLength3_t1","MaxLength_t1","MaxWidth_t1"
"llano",-99.7714,30.4897,7,38,"SSC",87,-217.167224661107,"F",2016,10,1,8,NA,NA,NA,NA,1,8,0,NA,NA,NA,4,27
"llano",-99.7714,30.4897,12,71,"LLELA",374,-378.904258008394,"M",2016,4,0,NA,NA,NA,NA,NA,1,13,0,NA,NA,NA,9,28
"llano",-99.7714,30.4897,5,29,"LLELA",368,-378.904258008394,"F",2016,1,0,NA,NA,NA,NA,NA,1,2,0,NA,NA,NA,0,6
"llano",-99.7714,30.4897,4,20,"LAR",299,-191.059055350963,"F",2016,2,0,NA,NA,NA,NA,NA,1,9,0,NA,NA,NA,14,19
"llano",-99.7714,30.4897,10,57,"SSC",81,-217.167224661107,"M",2016,4,0,NA,NA,NA,NA,NA,1,17,1,7.4,NA,NA,4,10
"llano",-99.7714,30.4897,4,23,"LAR",294,-191.059055350963,"M",2016,4,0,NA,NA,NA,NA,NA,1,15,2,7,8,NA,11,23
"llano",-99.7714,30.4897,12,72,"LLELA",372,-378.904258008394,"F",2016,8,2,8.2,7.9,NA,NA,NA,1,9,0,NA,NA,NA,11,33
"llano",-99.7714,30.4897,14,81,"SLR",319,-2.30167851706005,"M",2016,5,2,7.6,4.5,NA,NA,NA,1,11,0,NA,NA,NA,10,60
"llano",-99.7714,30.4897,8,46,"HHC",59,-560.27162598118,"F",2016,7,1,8.6,NA,NA,NA,NA,1,6,0,NA,NA,NA,9,13
"llano",-99.7714,30.4897,3,18,"LAR",302,-191.059055350963,"M",2016,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,1,2,"LAR",292,-191.059055350963,"F",2016,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,11,61,"CWM",97,-134.978884496513,"F",2016,3,0,NA,NA,NA,NA,NA,1,11,0,NA,NA,NA,31,40
"llano",-99.7714,30.4897,6,35,"HHC",71,-560.27162598118,"M",2016,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,4,22,"COB",360,-102.39024068541,"F",2016,3,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,9,51,"QLP",6,-165.391953014241,"F",2016,8,1,12.8,NA,NA,NA,NA,1,10,0,NA,NA,NA,4,32
"llano",-99.7714,30.4897,1,1,"CWM",34,-134.978884496513,"F",2016,1,0,NA,NA,NA,NA,NA,1,8,1,9.5,NA,NA,0,22
"llano",-99.7714,30.4897,3,14,"HHC",89,-560.27162598118,"F",2016,5,0,NA,NA,NA,NA,NA,1,13,0,NA,NA,NA,100,18.2
"llano",-99.7714,30.4897,11,64,"HHC",142,-560.27162598118,"M",2016,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,3,15,"CWM",15,-134.978884496513,"M",2016,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,5,28,"SLR",320,-2.30167851706005,"M",2016,3,0,NA,NA,NA,NA,NA,1,3,0,NA,NA,NA,3,13
"llano",-99.7714,30.4897,7,41,"SLR",318,-2.30167851706005,"M",2016,3,1,7.7,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,2,11,"QLP",215,-165.391953014241,"M",2016,7,0,NA,NA,NA,NA,NA,1,19,0,NA,NA,NA,13,28.5
"llano",-99.7714,30.4897,10,59,"COB",365,-102.39024068541,"F",2016,3,0,NA,NA,NA,NA,NA,1,10,0,NA,NA,NA,31,44
"llano",-99.7714,30.4897,7,39,"COB",364,-102.39024068541,"F",2016,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,10,55,"SLR",313,-2.30167851706005,"F",2016,12,0,NA,NA,NA,NA,NA,1,18,0,NA,NA,NA,17,22
"llano",-99.7714,30.4897,7,40,"QLP",211,-165.391953014241,"M",2016,6,1,5.4,NA,NA,NA,NA,1,2,0,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,2,9,"QLP",1,-165.391953014241,"F",2016,2,0,NA,NA,NA,NA,NA,1,10,0,NA,NA,NA,5,18.5
"llano",-99.7714,30.4897,14,83,"COB",295,-102.39024068541,"M",2016,2,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,9,54,"LLELA",377,-378.904258008394,"M",2016,2,0,NA,NA,NA,NA,NA,1,5,0,NA,NA,NA,9,42
"llano",-99.7714,30.4897,13,74,"SLR",314,-2.30167851706005,"F",2016,6,1,1.7,NA,NA,NA,NA,1,7,0,NA,NA,NA,13,45
"llano",-99.7714,30.4897,11,66,"LAR",357,-191.059055350963,"M",2016,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,8,48,"LLELA",373,-378.904258008394,"M",2016,2,0,NA,NA,NA,NA,NA,1,26,0,NA,NA,NA,18,27
"llano",-99.7714,30.4897,12,68,"HHC",49,-560.27162598118,"F",2016,1,0,NA,NA,NA,NA,NA,1,6,0,NA,NA,NA,0,13
"llano",-99.7714,30.4897,1,6,"COB",308,-102.39024068541,"M",2016,3,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,6,32,"HHC",60,-560.27162598118,"F",2016,6,0,NA,NA,NA,NA,NA,1,6,1,11.2,NA,NA,0,12
"llano",-99.7714,30.4897,13,75,"COB",366,-102.39024068541,"F",2016,3,0,NA,NA,NA,NA,NA,1,16,0,NA,NA,NA,22,30
"llano",-99.7714,30.4897,4,21,"CWM",18,-134.978884496513,"M",2016,5,1,1.2,NA,NA,NA,NA,1,17,1,6.2,NA,NA,27,30
"llano",-99.7714,30.4897,14,80,"SLR",317,-2.30167851706005,"M",2016,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,5,25,"QLP",5,-165.391953014241,"F",2016,1,0,NA,NA,NA,NA,NA,1,5,0,NA,NA,NA,8,19
"llano",-99.7714,30.4897,14,82,"SSC",87,-217.167224661107,"F",2016,1,1,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,13,76,"QLP",12,-165.391953014241,"F",2017,NA,NA,NA,NA,NA,NA,NA,1,35,0,NA,NA,NA,14,29
"llano",-99.7714,30.4897,3,18,"LAR",302,-191.059055350963,"M",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,14,79,"QLP",3,-165.391953014241,"F",2017,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,11,62,"HHC",145,-560.27162598118,"F",2017,11,1,NA,7.3,NA,3,3,1,7,0,NA,NA,NA,2,11
"llano",-99.7714,30.4897,2,8,"LAR",352,-191.059055350963,"F",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,13,77,"SSC",81,-217.167224661107,"M",2017,18,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,9,53,"HHC",68,-560.27162598118,"M",2017,13,1,44,NA,NA,12,37,1,15,1,NA,NA,NA,10,32
"llano",-99.7714,30.4897,2,10,"SSC",87,-217.167224661107,"F",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,4,19,"CWM",114,-134.978884496513,"F",2017,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,7,39,"COB",364,-102.39024068541,"F",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,6,31,"LLELA",370,-378.904258008394,"F",2017,8,NA,NA,NA,NA,15,19,1,16,1,NA,NA,NA,14,26
"llano",-99.7714,30.4897,4,23,"LAR",294,-191.059055350963,"M",2017,15,2,7,8,NA,11,23,1,10,0,NA,NA,NA,9,14
"llano",-99.7714,30.4897,1,4,"COB",293,-102.39024068541,"F",2017,19,1,9.5,NA,NA,23,54,1,9,0,NA,NA,NA,2,12
"llano",-99.7714,30.4897,5,25,"QLP",5,-165.391953014241,"F",2017,5,0,NA,NA,NA,8,19,1,5,1,7,NA,NA,1,23
"llano",-99.7714,30.4897,12,72,"LLELA",372,-378.904258008394,"F",2017,9,0,NA,NA,NA,11,33,1,2,0,NA,NA,NA,0,0
"llano",-99.7714,30.4897,8,45,"LAR",309,-191.059055350963,"F",2017,1,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,0,0
"llano",-99.7714,30.4897,6,35,"HHC",71,-560.27162598118,"M",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,4,22,"COB",360,-102.39024068541,"F",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,8,48,"LLELA",373,-378.904258008394,"M",2017,26,0,NA,NA,NA,18,27,1,31,0,NA,NA,NA,48,63
"llano",-99.7714,30.4897,10,59,"COB",365,-102.39024068541,"F",2017,10,0,NA,NA,NA,31,44,1,6,1,2.8,NA,NA,1,40
"llano",-99.7714,30.4897,1,1,"CWM",34,-134.978884496513,"F",2017,8,1,9.5,NA,NA,1,22,1,6,1,NA,NA,NA,2,14
"llano",-99.7714,30.4897,13,74,"SLR",314,-2.30167851706005,"F",2017,7,0,NA,NA,NA,13,45,1,16,0,NA,NA,NA,19,52
"llano",-99.7714,30.4897,5,26,"SSC",87,-217.167224661107,"F",2017,7,0,NA,NA,NA,1,41,1,7,1,NA,NA,NA,2,10
"llano",-99.7714,30.4897,1,6,"COB",308,-102.39024068541,"M",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,2,11,"QLP",215,-165.391953014241,"M",2017,19,0,NA,NA,NA,13,28.5,1,14,0,NA,NA,NA,24,34
"llano",-99.7714,30.4897,11,64,"HHC",142,-560.27162598118,"M",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,3,13,"CWM",110,-134.978884496513,"F",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,8,46,"HHC",59,-560.27162598118,"F",2017,6,0,NA,NA,NA,9,13,1,11,0,NA,NA,NA,13,31
"llano",-99.7714,30.4897,14,84,"COB",367,-102.39024068541,"F",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,7,37,"QLP",4,-165.391953014241,"F",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,4,21,"CWM",18,-134.978884496513,"M",2017,17,1,6.2,NA,NA,27,30,1,10,1,5.3,NA,NA,8,21
"llano",-99.7714,30.4897,12,69,"CWM",166,-134.978884496513,"M",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,7,38,"SSC",87,-217.167224661107,"F",2017,8,0,NA,NA,NA,4,27,0,0,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,13,75,"COB",366,-102.39024068541,"F",2017,16,0,NA,NA,NA,22,30,1,43,0,NA,NA,NA,29,37
"llano",-99.7714,30.4897,11,66,"LAR",357,-191.059055350963,"M",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,9,49,"QLP",25,-165.391953014241,"M",2017,13,0,NA,NA,NA,19,27,1,11,0,NA,NA,NA,7,25
"llano",-99.7714,30.4897,5,29,"LLELA",368,-378.904258008394,"F",2017,2,0,NA,NA,NA,1,6,1,8,0,NA,NA,NA,14,20
"llano",-99.7714,30.4897,2,12,"LLELA",375,-378.904258008394,"M",2017,7,0,NA,NA,NA,19,39,1,5,1,NA,NA,NA,4,16
"llano",-99.7714,30.4897,12,67,"CWM",98,-134.978884496513,"F",2017,25,0,NA,NA,NA,16,51,1,7,0,NA,NA,NA,11,29
"llano",-99.7714,30.4897,4,24,"COB",308,-102.39024068541,"M",2017,33,1,6.3,NA,NA,29,30,1,13,0,NA,NA,NA,5,18
"llano",-99.7714,30.4897,8,44,"LAR",353,-191.059055350963,"F",2017,14,NA,NA,NA,NA,NA,NA,1,7,0,NA,NA,NA,9,23
"llano",-99.7714,30.4897,10,60,"COB",361,-102.39024068541,"M",2017,6,0,NA,NA,NA,16,29,1,8,0,NA,NA,NA,21,26
"llano",-99.7714,30.4897,6,34,"LLELA",377,-378.904258008394,"M",2017,1,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,10,55,"SLR",313,-2.30167851706005,"F",2017,18,0,NA,NA,NA,17,22,1,6,0,NA,NA,NA,1,12
"llano",-99.7714,30.4897,9,51,"QLP",6,-165.391953014241,"F",2017,10,0,NA,NA,NA,4,32,NA,NA,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,14,82,"SSC",87,-217.167224661107,"F",2017,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,10,56,"CWM",14,-134.978884496513,"M",2017,5,0,NA,NA,NA,7,10,1,1,0,NA,NA,NA,0,0
"llano",-99.7714,30.4897,6,33,"LAR",296,-191.059055350963,"F",2017,15,0,NA,NA,NA,8,29,1,16,1,NA,NA,NA,12,20
"llano",-99.7714,30.4897,6,36,"LAR",350,-191.059055350963,"M",2017,1,NA,NA,NA,NA,0,0,1,3,1,7,NA,NA,1,2.5
"llano",-99.7714,30.4897,8,43,"LAR",294,-191.059055350963,"M",2017,7,0,NA,NA,NA,9,22,1,9,1,5.4,NA,NA,2,10
"llano",-99.7714,30.4897,7,40,"QLP",211,-165.391953014241,"M",2017,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,12,68,"HHC",49,-560.27162598118,"F",2017,6,0,NA,NA,NA,1,13,1,4,0,NA,NA,NA,2,13
"llano",-99.7714,30.4897,9,50,"HHC",58,-560.27162598118,"F",2017,4,0,NA,NA,NA,1,11,NA,NA,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,3,17,"HHC",131,-560.27162598118,"M",2017,4,0,NA,NA,NA,1,25.5,1,17,2,NA,NA,NA,27,39
"llano",-99.7714,30.4897,10,58,"CWM",109,-134.978884496513,"F",2017,5,0,NA,NA,NA,5,32,1,8,1,NA,NA,NA,4,32
"llano",-99.7714,30.4897,1,5,"LAR",310,-191.059055350963,"M",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,3,14,"HHC",89,-560.27162598118,"F",2017,13,0,NA,NA,NA,100,18.2,NA,NA,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,3,15,"CWM",15,-134.978884496513,"M",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,2,9,"QLP",1,-165.391953014241,"F",2017,10,0,NA,NA,NA,5,18.5,1,50,2,4.6,NA,NA,17,42
"llano",-99.7714,30.4897,11,63,"LAR",354,-191.059055350963,"F",2017,17,2,10,NA,NA,30,32,1,16,0,NA,NA,NA,5,8
"llano",-99.7714,30.4897,7,41,"SLR",318,-2.30167851706005,"M",2017,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,8,47,"HHC",67,-560.27162598118,"M",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,6,32,"HHC",60,-560.27162598118,"F",2017,6,1,11.2,NA,NA,1,12,1,4,1,NA,NA,NA,1,11
"llano",-99.7714,30.4897,9,52,"LAR",358,-191.059055350963,"F",2017,26,0,NA,NA,NA,14,26,1,13,0,NA,NA,NA,6,41
"llano",-99.7714,30.4897,4,20,"LAR",299,-191.059055350963,"F",2017,9,0,NA,NA,NA,14,19,1,16,1,NA,NA,NA,19,20
"llano",-99.7714,30.4897,3,16,"LAR",309,-191.059055350963,"F",2017,3,0,NA,NA,NA,2,4,1,6,0,NA,NA,NA,10,11
"llano",-99.7714,30.4897,5,28,"SLR",320,-2.30167851706005,"M",2017,3,0,NA,NA,NA,3,13,1,1,0,NA,NA,NA,0,0
"llano",-99.7714,30.4897,12,70,"HHC",147,-560.27162598118,"M",2017,5,0,NA,NA,NA,0,0,1,1,0,NA,NA,NA,0,0
"llano",-99.7714,30.4897,9,54,"LLELA",377,-378.904258008394,"M",2017,5,0,NA,NA,NA,9,42,NA,NA,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,11,65,"CWM",121,-134.978884496513,"M",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,1,3,"CWM",17,-134.978884496513,"M",2017,15,1,8.2,NA,NA,20,23,NA,NA,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,7,42,"COB",306,-102.39024068541,"M",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,5,30,"LLELA",376,-378.904258008394,"M",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,12,71,"LLELA",374,-378.904258008394,"M",2017,13,0,NA,NA,NA,9,28,1,5,0,NA,NA,NA,4,31
"llano",-99.7714,30.4897,5,27,"QLP",40,-165.391953014241,"M",2017,2,0,NA,NA,NA,0,0,1,5,0,NA,NA,NA,1,2
"llano",-99.7714,30.4897,11,61,"CWM",97,-134.978884496513,"F",2017,11,0,NA,NA,NA,31,40,1,12,0,NA,NA,NA,21,52
"llano",-99.7714,30.4897,13,78,"COB",306,-102.39024068541,"M",2017,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,10,57,"SSC",81,-217.167224661107,"M",2017,17,1,7.4,NA,NA,4,10,1,6,0,NA,NA,NA,2,2
"llano",-99.7714,30.4897,14,83,"COB",295,-102.39024068541,"M",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,2,7,"SSC",81,-217.167224661107,"M",2017,11,0,NA,NA,NA,2.5,4,1,33,0,NA,NA,NA,6,14
"llano",-99.7714,30.4897,14,81,"SLR",319,-2.30167851706005,"M",2017,11,0,NA,NA,NA,10,60,0,0,NA,NA,NA,NA,NA,NA
"llano",-99.7714,30.4897,1,2,"LAR",292,-191.059055350963,"F",2017,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,7,39,"CWM",110,-75.747321032126,"F",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,3,15,"CWM",98,-75.747321032126,"F",2015,1,NA,NA,NA,NA,NA,NA,1,4,0,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,2,7,"QLP",4,-106.160389549854,"F",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,14,82,"LAR",350,-131.827491886576,"M",2015,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,11,64,"LLELA",373,-319.672694544007,"M",2015,1,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,12,67,"COB",293,-43.158677221023,"F",2015,8,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,14,80,"SSC",81,-157.93566119672,"M",2015,4,NA,NA,NA,NA,NA,NA,1,10,1,6.2,NA,NA,NA,NA
"woodward",-99.3978,36.4331,7,40,"CWM",166,-75.747321032126,"M",2015,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,13,76,"LLELA",377,-319.672694544007,"M",2015,2,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,5,25,"LAR",299,-131.827491886576,"F",2015,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,9,49,"CWM",34,-75.747321032126,"F",2015,3,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,4,22,"QLP",211,-106.160389549854,"M",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,10,60,"SSC",81,-157.93566119672,"M",2015,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,6,35,"CWM",97,-75.747321032126,"F",2015,5,NA,NA,NA,NA,NA,NA,1,2,0,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,13,77,"QLP",1,-106.160389549854,"F",2015,1,NA,NA,NA,NA,NA,NA,1,5,1,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,4,23,"HHC",107,-501.040062516793,"F",2015,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,8,45,"CWM",109,-75.747321032126,"F",2015,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,5,29,"CWM",114,-75.747321032126,"F",2015,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,11,61,"QLP",12,-106.160389549854,"F",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,5,30,"CWM",121,-75.747321032126,"M",2015,2,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,4,24,"HHC",131,-501.040062516793,"M",2015,1,NA,NA,NA,NA,NA,NA,1,3,0,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,9,50,"CWM",14,-75.747321032126,"M",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,7,42,"HHC",142,-501.040062516793,"M",2015,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,8,43,"HHC",145,-501.040062516793,"F",2015,1,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,8,44,"HHC",147,-501.040062516793,"M",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,8,46,"CWM",15,-75.747321032126,"M",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,6,36,"CWM",17,-75.747321032126,"M",2015,1,NA,NA,NA,NA,NA,NA,1,4,1,2.2,NA,NA,NA,NA
"woodward",-99.3978,36.4331,3,16,"CWM",18,-75.747321032126,"M",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,11,62,"QLP",215,-106.160389549854,"M",2015,4,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,10,58,"QLP",219,-106.160389549854,"M",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,13,78,"QLP",25,-106.160389549854,"M",2015,5,NA,NA,NA,NA,NA,NA,1,9,0,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,1,5,"LAR",292,-131.827491886576,"F",2015,2,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,13,73,"LAR",292,-131.827491886576,"F",2015,2,NA,NA,NA,NA,NA,NA,1,11,2,10.1,6.5,NA,NA,NA
"woodward",-99.3978,36.4331,13,74,"LAR",294,-131.827491886576,"M",2015,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,2,10,"COB",295,-43.158677221023,"M",2015,1,NA,NA,NA,NA,NA,NA,1,6,1,6,NA,NA,NA,NA
"woodward",-99.3978,36.4331,12,68,"COB",295,-43.158677221023,"M",2015,1,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,4,19,"LAR",296,-131.827491886576,"F",2015,3,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,12,69,"LAR",296,-131.827491886576,"F",2015,3,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,7,37,"LAR",299,-131.827491886576,"F",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,1,1,"QLP",3,-106.160389549854,"F",2015,5,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,12,70,"LAR",302,-131.827491886576,"M",2015,2,NA,NA,NA,NA,NA,NA,1,4,0,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,3,18,"COB",306,-43.158677221023,"M",2015,1,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,8,48,"COB",306,-43.158677221023,"M",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,6,32,"COB",308,-43.158677221023,"M",2015,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,14,81,"LAR",309,-131.827491886576,"F",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,7,38,"LAR",310,-131.827491886576,"M",2015,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,10,59,"SLR",313,56.929884947327,"F",2015,3,NA,NA,NA,NA,NA,NA,1,3,0,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,14,79,"SLR",315,56.929884947327,"F",2015,2,NA,NA,NA,NA,NA,NA,1,5,0,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,3,14,"SLR",317,56.929884947327,"M",2015,1,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA
"woodward",-99.3978,36.4331,5,28,"SLR",319,56.929884947327,"M",2015,2,NA,NA,NA,NA,NA,NA,1,3,0,NA,NA,NA,NA,NA
