Longitude,Latitude,month,year,Census.year,ppt,site,long.scaled,long.center
-98.514125,33.913161,3,2015,2014,49.71,wf,-0.033343141,-0.075761643
-101.2,30.71,3,2016,2015,46.22,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,3,2016,2015,84.59,llano,-0.5866772,-1.333036643
-97.469,30.179,3,2016,2015,98.05,lostP,0.426622466,0.969363357
-95.551,30.7233,3,2016,2015,111.85,shsu,1.270745451,2.887363357
-99.2906,34.1511,3,2016,2015,36.25,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,3,2016,2015,10.44,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,3,2016,2015,33.85,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,3,2016,2015,31.54,elreno,0.211630768,0.480863357
-97.672833,37.538006,3,2016,2015,36.59,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,3,2016,2015,44.35,psu,1.645407545,3.738663357
-101.8833,33.5667,3,2016,2015,2.55,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,3,2016,2015,86.69,llela,0.648699869,1.473963357
-95.920129,29.920887,3,2016,2015,135.74,Katy,1.108289626,2.518234357
-98.514125,33.913161,3,2016,2015,34.31,wf,-0.033343141,-0.075761643
-101.2,30.71,3,2017,2016,7.85,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,3,2017,2016,5.61,llano,-0.5866772,-1.333036643
-97.469,30.179,3,2017,2016,83.82,lostP,0.426622466,0.969363357
-95.551,30.7233,3,2017,2016,46.33,shsu,1.270745451,2.887363357
-99.2906,34.1511,3,2017,2016,70.6,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,3,2017,2016,55.18,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,3,2017,2016,53.66,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,3,2017,2016,81.72,elreno,0.211630768,0.480863357
-97.672833,37.538006,3,2017,2016,81.28,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,3,2017,2016,64.64,psu,1.645407545,3.738663357
-101.8833,33.5667,3,2017,2016,14.43,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,3,2017,2016,27.86,llela,0.648699869,1.473963357
-95.920129,29.920887,3,2017,2016,93,Katy,1.108289626,2.518234357
-98.514125,33.913161,3,2017,2016,42.4,wf,-0.033343141,-0.075761643
-101.2,30.71,3,2018,2017,25.82,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,3,2018,2017,15.47,llano,-0.5866772,-1.333036643
-97.469,30.179,3,2018,2017,136.94,lostP,0.426622466,0.969363357
-95.551,30.7233,3,2018,2017,179.23,shsu,1.270745451,2.887363357
-99.2906,34.1511,3,2018,2017,20.59,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,3,2018,2017,6.03,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,3,2018,2017,13.69,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,3,2018,2017,20.5,elreno,0.211630768,0.480863357
-97.672833,37.538006,3,2018,2017,33.14,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,3,2018,2017,56.81,psu,1.645407545,3.738663357
-101.8833,33.5667,3,2018,2017,19.09,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,3,2018,2017,50.23,llela,0.648699869,1.473963357
-95.920129,29.920887,3,2018,2017,78.47,Katy,1.108289626,2.518234357
-98.514125,33.913161,3,2018,2017,67.59,wf,-0.033343141,-0.075761643
-101.2,30.71,3,2019,2018,11.43,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,3,2019,2018,7.28,llano,-0.5866772,-1.333036643
-97.469,30.179,3,2019,2018,18.35,lostP,0.426622466,0.969363357
-95.551,30.7233,3,2019,2018,18.88,shsu,1.270745451,2.887363357
-99.2906,34.1511,3,2019,2018,43.31,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,3,2019,2018,49.36,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,3,2019,2018,44.71,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,3,2019,2018,57.44,elreno,0.211630768,0.480863357
-97.672833,37.538006,3,2019,2018,69.07,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,3,2019,2018,69.7,psu,1.645407545,3.738663357
-101.8833,33.5667,3,2019,2018,26.22,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,3,2019,2018,50.91,llela,0.648699869,1.473963357
-95.920129,29.920887,3,2019,2018,11.26,Katy,1.108289626,2.518234357
-98.514125,33.913161,3,2019,2018,65.98,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1979,1978,22.38,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1979,1978,83.05,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1979,1978,109.98,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1979,1978,231.48,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1979,1978,42.31,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1979,1978,43.13,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1979,1978,29.59,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1979,1978,80.24,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1979,1978,48.93,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1979,1978,71.81,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1979,1978,24.12,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1979,1978,60.19,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1979,1978,197.6,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1979,1978,61.46,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1980,1979,7.52,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1980,1979,16.72,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1980,1979,47.15,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1980,1979,37.91,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1980,1979,50.01,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1980,1979,32.71,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1980,1979,100.6,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1980,1979,91.9,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1980,1979,37.04,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1980,1979,53.88,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1980,1979,35.82,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1980,1979,44.67,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1980,1979,40.21,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1980,1979,20.38,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1981,1980,133.04,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1981,1980,87.83,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1981,1980,43.63,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1981,1980,47.85,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1981,1980,73.87,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1981,1980,31.06,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1981,1980,29.87,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1981,1980,40.84,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1981,1980,21.79,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1981,1980,64.45,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1981,1980,69.42,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1981,1980,76.01,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1981,1980,83.81,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1981,1980,79.87,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1982,1981,17.83,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1982,1981,41.11,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1982,1981,90.04,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1982,1981,151.21,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1982,1981,21.56,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1982,1981,15.32,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1982,1981,58.49,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1982,1981,38.38,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1982,1981,23.4,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1982,1981,77.44,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1982,1981,37.67,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1982,1981,72.05,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1982,1981,88.13,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1982,1981,54.5,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1983,1982,18.65,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1983,1982,9.34,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1983,1982,6.63,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1983,1982,1.88,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1983,1982,46.12,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1983,1982,19.51,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1983,1982,39.43,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1983,1982,57.08,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1983,1982,106.79,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1983,1982,228.14,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1983,1982,30.51,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1983,1982,16.6,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1983,1982,9.04,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1983,1982,65.81,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1984,1983,4.93,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1984,1983,11.23,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1984,1983,5.95,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1984,1983,1.63,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1984,1983,22.1,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1984,1983,32.14,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1984,1983,63.73,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1984,1983,62.18,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1984,1983,114.96,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1984,1983,135.2,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1984,1983,5.6,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1984,1983,37.54,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1984,1983,18.54,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1984,1983,17.6,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1985,1984,39.57,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1985,1984,40.24,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1985,1984,68.57,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1985,1984,46.79,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1985,1984,83.53,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1985,1984,38.26,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1985,1984,89.39,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1985,1984,122.12,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1985,1984,79.32,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1985,1984,96.53,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1985,1984,16.45,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1985,1984,163.22,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1985,1984,64.09,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1985,1984,116.97,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1986,1985,16.22,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1986,1985,15.02,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1986,1985,23.32,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1986,1985,87.6,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1986,1985,54.46,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1986,1985,14.56,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1986,1985,24.67,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1986,1985,79.43,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1986,1985,70.51,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1986,1985,124.35,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1986,1985,32.29,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1986,1985,141.94,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1986,1985,52.62,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1986,1985,84.76,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1987,1986,42.54,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1987,1986,48.94,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1987,1986,20.59,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1987,1986,5.36,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1987,1986,1.04,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1987,1986,13.92,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1987,1986,27.53,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1987,1986,7.8,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1987,1986,18.72,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1987,1986,44.09,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1987,1986,7.97,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1987,1986,8.29,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1987,1986,12.86,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1987,1986,14.26,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1988,1987,13.52,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1988,1987,26.41,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1988,1987,62.12,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1988,1987,46.78,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1988,1987,54.53,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1988,1987,64.82,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1988,1987,89.55,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1988,1987,141.72,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1988,1987,120.18,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1988,1987,126.69,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1988,1987,34.09,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1988,1987,54.71,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1988,1987,63.1,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1988,1987,65.36,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1989,1988,10.98,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1989,1988,21.63,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1989,1988,58.12,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1989,1988,29.84,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1989,1988,1.77,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1989,1988,9.17,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1989,1988,13.22,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1989,1988,3.75,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1989,1988,10.37,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1989,1988,12.34,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1989,1988,2.64,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1989,1988,41.98,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1989,1988,40.6,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1989,1988,9.86,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1990,1989,33.12,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1990,1989,89.31,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1990,1989,108.95,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1990,1989,86.01,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1990,1989,131.78,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1990,1989,42.23,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1990,1989,67.04,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1990,1989,100.92,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1990,1989,33.12,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1990,1989,116.1,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1990,1989,45.4,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1990,1989,217.7,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1990,1989,92.11,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1990,1989,198.83,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1991,1990,33.77,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1991,1990,76.79,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1991,1990,133.69,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1991,1990,180.18,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1991,1990,26.9,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1991,1990,1.34,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1991,1990,14.94,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1991,1990,70.01,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1991,1990,70.23,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1991,1990,109.45,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1991,1990,1.09,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1991,1990,116.94,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1991,1990,236.19,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1991,1990,26.32,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1992,1991,33.71,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1992,1991,34.88,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1992,1991,70.4,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1992,1991,129.55,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1992,1991,66.42,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1992,1991,38.01,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1992,1991,36.78,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1992,1991,79.08,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1992,1991,42.93,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1992,1991,119.59,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1992,1991,35.68,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1992,1991,51.3,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1992,1991,154.38,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1992,1991,37.62,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1993,1992,33.88,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1993,1992,83.84,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1993,1992,87.84,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1993,1992,109.47,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1993,1992,76.76,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1993,1992,13.47,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1993,1992,37.58,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1993,1992,99.34,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1993,1992,50.73,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1993,1992,97.27,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1993,1992,41.48,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1993,1992,99.7,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1993,1992,155.52,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1993,1992,73.89,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1994,1993,33.86,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1994,1993,32.3,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1994,1993,74.7,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1994,1993,83.42,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1994,1993,64,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1994,1993,33.23,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1994,1993,87.15,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1994,1993,156.67,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1994,1993,136.22,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1994,1993,340.75,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1994,1993,62.45,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1994,1993,89.87,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1994,1993,63.37,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1994,1993,63.8,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1995,1994,56.34,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1995,1994,34.7,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1995,1994,86.93,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1995,1994,88.28,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1995,1994,74.51,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1995,1994,16.55,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1995,1994,40.67,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1995,1994,86.16,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1995,1994,98.19,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1995,1994,185.44,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1995,1994,23.53,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1995,1994,163.28,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1995,1994,80.48,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1995,1994,69.64,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1996,1995,83.08,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1996,1995,32.97,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1996,1995,59.16,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1996,1995,89.43,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1996,1995,5.79,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1996,1995,0.82,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1996,1995,0.95,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1996,1995,27.59,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1996,1995,41.49,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1996,1995,144.53,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1996,1995,12.59,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1996,1995,53.97,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1996,1995,51.45,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1996,1995,21,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1997,1996,70.24,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1997,1996,78.15,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1997,1996,129.97,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1997,1996,124.69,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1997,1996,150.62,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1997,1996,164.85,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1997,1996,109.33,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1997,1996,158.4,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1997,1996,102.32,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1997,1996,50.81,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1997,1996,129.48,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1997,1996,164.95,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1997,1996,184.33,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1997,1996,119.4,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1998,1997,1.92,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1998,1997,7.52,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1998,1997,28.41,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1998,1997,50.5,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1998,1997,15.93,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1998,1997,17.55,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1998,1997,48.54,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1998,1997,59.03,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1998,1997,66.49,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1998,1997,105.8,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1998,1997,6.95,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1998,1997,39.62,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1998,1997,41.93,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1998,1997,44.83,wf,-0.033343141,-0.075761643
-101.2,30.71,4,1999,1998,60.64,ozona,-1.215412391,-2.761636643
-99.7714,30.4897,4,1999,1998,38.38,llano,-0.5866772,-1.333036643
-97.469,30.179,4,1999,1998,26.35,lostP,0.426622466,0.969363357
-95.551,30.7233,4,1999,1998,88.08,shsu,1.270745451,2.887363357
-99.2906,34.1511,4,1999,1998,36.54,vernon,-0.375074316,-0.852236643
-101.8453,35.1992,4,1999,1998,112.6,buffalolake,-1.499412684,-3.406936643
-99.3978,36.4331,4,1999,1998,178.29,woodward,-0.422253661,-0.959436643
-97.9575,35.5303,4,1999,1998,118.44,elreno,0.211630768,0.480863357
-97.672833,37.538006,4,1999,1998,174.11,ninnescah,0.336914374,0.765530357
-94.6997,37.4103,4,1999,1998,258.53,psu,1.645407545,3.738663357
-101.8833,33.5667,4,1999,1998,57.71,lubbock,-1.516136706,-3.444936643
-96.9644,33.0692,4,1999,1998,77.74,llela,0.648699869,1.473963357
-95.920129,29.920887,4,1999,1998,18.39,Katy,1.108289626,2.518234357
-98.514125,33.913161,4,1999,1998,72.92,wf,-0.033343141,-0.075761643
