rcp,model,longitude,latitude,unit,site,transition,season,pr
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1878-1879,ds,215.9354842
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1878-1879,gs,904.8410156
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1879-1880,ds,513.7419352
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1879-1880,gs,632.162404
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1880-1881,ds,270.6128978
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1880-1881,gs,697.191248
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1881-1882,ds,318.4193511
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1881-1882,gs,717.1128971
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1882-1883,ds,457.3225798
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1882-1883,gs,675.4723565
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1883-1884,ds,415.0000027
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1883-1884,gs,1076.975525
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1884-1885,ds,433.2580651
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1884-1885,gs,845.0967618
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1885-1886,ds,206.87097
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1885-1886,gs,1001.400917
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1886-1887,ds,247.6129
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1886-1887,gs,668.5506982
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1887-1888,ds,321.5483912
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1887-1888,gs,829.6384753
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1888-1889,ds,339.7741971
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1888-1889,gs,963.2212083
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1889-1890,ds,212.7096812
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1889-1890,gs,620.2557495
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1890-1891,ds,410.1612908
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1890-1891,gs,1094.394005
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1891-1892,ds,496.8709636
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1891-1892,gs,829.5394853
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1892-1893,ds,513.9032221
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1892-1893,gs,706.854829
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1893-1894,ds,223.8709698
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1893-1894,gs,727.7995447
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1894-1895,ds,426.8064638
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1894-1895,gs,996.663593
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1895-1896,ds,498.2258073
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1895-1896,gs,919.8887756
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1896-1897,ds,335.7419317
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1896-1897,gs,510.8340991
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1897-1898,ds,428.4516167
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1897-1898,gs,645.9631364
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1898-1899,ds,494.8386991
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1898-1899,gs,735.6198124
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1899-1900,ds,392.8064466
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1899-1900,gs,850.3640603
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1900-1901,ds,431.1612901
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1900-1901,gs,1130.467743
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1901-1902,ds,820.2903229
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1901-1902,gs,1081.995381
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1902-1903,ds,393.8064483
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1902-1903,gs,1127.43088
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1903-1904,ds,303.677418
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1903-1904,gs,813.852061
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1904-1905,ds,306.0000046
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1904-1905,gs,1125.504607
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1905-1906,ds,436.1612913
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1905-1906,gs,602.3363904
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1906-1907,ds,271.4516149
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1906-1907,gs,664.9838563
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1907-1908,ds,343.1290371
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1907-1908,gs,984.0600479
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1908-1909,ds,331.6129088
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1908-1909,gs,1180.184324
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1909-1910,ds,506.9677423
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1909-1910,gs,660.2142873
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1910-1911,ds,682.0322702
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1910-1911,gs,779.2741943
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1911-1912,ds,309.1290388
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1911-1912,gs,704.9132306
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1912-1913,ds,554.4838852
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1912-1913,gs,1007.17281
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1913-1914,ds,426.1935524
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1913-1914,gs,958.0092028
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1914-1915,ds,418.0967628
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1914-1915,gs,708.8456243
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1915-1916,ds,345.1612898
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1915-1916,gs,785.8042254
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1916-1917,ds,302.7419316
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1916-1917,gs,896.3917036
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1917-1918,ds,142.8709659
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1917-1918,gs,607.6543779
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1918-1919,ds,261.645156
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1918-1919,gs,895.4124378
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1919-1920,ds,352.4193588
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1919-1920,gs,879.662964
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1920-1921,ds,756.8064667
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1920-1921,gs,1460.184332
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1921-1922,ds,657.9032237
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1921-1922,gs,975.0598893
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1922-1923,ds,545.2580752
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1922-1923,gs,995.9308863
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1923-1924,ds,316.8709663
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1923-1924,gs,682.9132415
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1924-1925,ds,863.2257889
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1924-1925,gs,786.6336425
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1925-1926,ds,415.8709668
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1925-1926,gs,944.2419363
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1926-1927,ds,232.3870943
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1926-1927,gs,766.5875599
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1927-1928,ds,181.8064525
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1927-1928,gs,930.7942215
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1928-1929,ds,560.1290341
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1928-1929,gs,719.4331781
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1929-1930,ds,412.6774114
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1929-1930,gs,993.8986242
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1930-1931,ds,281.9032169
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1930-1931,gs,634.69815
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1931-1932,ds,297.2903172
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1931-1932,gs,615.2747538
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1932-1933,ds,98.61290314
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1932-1933,gs,652.5875464
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1933-1934,ds,236.322581
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1933-1934,gs,772.4354862
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1934-1935,ds,593.3225659
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1934-1935,gs,684.6267393
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1935-1936,ds,370.2903155
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1935-1936,gs,663.3437117
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1936-1937,ds,550.0645283
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1936-1937,gs,868.0806538
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1937-1938,ds,572.0967715
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1937-1938,gs,615.119813
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1938-1939,ds,350.3225803
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1938-1939,gs,694.0000182
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1939-1940,ds,369.8064512
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1939-1940,gs,1042.124572
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1940-1941,ds,425.8387221
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1940-1941,gs,629.9423907
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1941-1942,ds,252.4516072
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1941-1942,gs,724.6589862
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1942-1943,ds,441.6774285
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1942-1943,gs,989.6866629
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1943-1944,ds,490.8709655
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1943-1944,gs,1021.936592
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1944-1945,ds,311.1935491
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1944-1945,gs,995.7695923
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1945-1946,ds,246.6451595
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1945-1946,gs,610.2880083
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1946-1947,ds,203.9032274
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1946-1947,gs,1019.177427
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1947-1948,ds,567.3870948
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1947-1948,gs,840.4460628
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1948-1949,ds,656.48386
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1948-1949,gs,601.7096776
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1949-1950,ds,251.903224
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1949-1950,gs,453.9654343
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1950-1951,ds,266.3548456
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1950-1951,gs,1118.214293
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1951-1952,ds,433.3548344
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1951-1952,gs,627.9944367
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1952-1953,ds,903.4838687
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1952-1953,gs,795.4539025
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1953-1954,ds,440.2258013
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1953-1954,gs,892.2903119
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1954-1955,ds,411.9999978
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1954-1955,gs,590.4262516
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1955-1956,ds,172.3225833
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1955-1956,gs,820.8787655
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1956-1957,ds,512.8387146
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1956-1957,gs,738.6912528
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1957-1958,ds,332.6774257
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1957-1958,gs,852.0806463
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1958-1959,ds,462.3870986
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1958-1959,gs,930.5553026
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1959-1960,ds,325.903227
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1959-1960,gs,944.0511841
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1960-1961,ds,420.0967803
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1960-1961,gs,627.4954048
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1961-1962,ds,395.0967697
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1961-1962,gs,737.3271951
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1962-1963,ds,447.8387183
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1962-1963,gs,1200.294957
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1963-1964,ds,792.6451424
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1963-1964,gs,961.9566015
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1964-1965,ds,312.5483764
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1964-1965,gs,633.3364085
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1965-1966,ds,401.4193582
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1965-1966,gs,806.7327197
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1966-1967,ds,293.6451663
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1966-1967,gs,744.7972483
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1967-1968,ds,338.6129038
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1967-1968,gs,934.8920936
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1968-1969,ds,251.3225892
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1968-1969,gs,874.0852512
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1969-1970,ds,305.7419389
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1969-1970,gs,931.6543745
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1970-1971,ds,333.0000019
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1970-1971,gs,679.9331802
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1971-1972,ds,168.2580621
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1971-1972,gs,898.8765131
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1972-1973,ds,713.4516221
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1972-1973,gs,976.54378
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1973-1974,ds,554.7096779
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1973-1974,gs,810.1681949
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1974-1975,ds,432.4193598
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1974-1975,gs,971.7396183
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1975-1976,ds,314.5161303
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1975-1976,gs,805.6751925
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1976-1977,ds,273.2580654
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1976-1977,gs,929.2903352
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1977-1978,ds,519.4838629
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1977-1978,gs,611.7949404
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1978-1979,ds,229.9032279
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1978-1979,gs,810.7096638
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1979-1980,ds,329.5161315
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1979-1980,gs,553.9577301
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1980-1981,ds,253.4838676
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1980-1981,gs,698.288019
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1981-1982,ds,616.9032339
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1981-1982,gs,817.7073697
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1982-1983,ds,421.2258054
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1982-1983,gs,1071.543783
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1983-1984,ds,294.3548411
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1983-1984,gs,748.4338129
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1984-1985,ds,428.6128919
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1984-1985,gs,612.3502284
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1985-1986,ds,425.0000074
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1985-1986,gs,1051.055319
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1986-1987,ds,229.6129057
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1986-1987,gs,1282.68893
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1987-1988,ds,184.6129023
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1987-1988,gs,636.99332
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1988-1989,ds,405.7419363
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1988-1989,gs,527.7096782
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1989-1990,ds,256.8387123
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1989-1990,gs,685.6175093
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1990-1991,ds,466.2903288
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1990-1991,gs,586.8778906
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1991-1992,ds,332.1290308
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1991-1992,gs,826.7030163
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1992-1993,ds,435.1935508
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1992-1993,gs,1091.350231
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1993-1994,ds,591.8709787
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1993-1994,gs,833.1359363
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1994-1995,ds,448.6451766
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1994-1995,gs,616.7511621
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1995-1996,ds,252.5161342
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1995-1996,gs,505.5361531
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1996-1997,ds,135.032255
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1996-1997,gs,858.7972476
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1997-1998,ds,415.0322615
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1997-1998,gs,765.2050661
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1998-1999,ds,410.7096716
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1998-1999,gs,657.6175221
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1999-2000,ds,336.8064581
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,1999-2000,gs,1031.169087
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,2000-2001,ds,430.3871024
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,2000-2001,gs,837.5069285
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,2001-2002,ds,315.1935463
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,2001-2002,gs,948.0045988
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,2002-2003,ds,441.7096732
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,2002-2003,gs,546.0483734
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,2003-2004,ds,322.2903225
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,2003-2004,gs,618.5673039
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,2004-2005,ds,489.1935526
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,2004-2005,gs,777.9884957
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,2005-2006,ds,262.8709645
historical,ACCESS1-3,-95.551,30.7233,kg m-2 s-1,shsu,2005-2006,gs,287.9032197
historical,CESM1-BGC,-95.551,30.7233,kg m-2 s-1,shsu,1849-1850,gs,470.6106084
historical,CESM1-BGC,-95.551,30.7233,kg m-2 s-1,shsu,1850-1851,ds,236.9032252
historical,CESM1-BGC,-95.551,30.7233,kg m-2 s-1,shsu,1850-1851,gs,569.6313447
historical,CESM1-BGC,-95.551,30.7233,kg m-2 s-1,shsu,1851-1852,ds,441.838699
historical,CESM1-BGC,-95.551,30.7233,kg m-2 s-1,shsu,1851-1852,gs,653.61401
historical,CESM1-BGC,-95.551,30.7233,kg m-2 s-1,shsu,1852-1853,ds,396.0000068
historical,CESM1-BGC,-95.551,30.7233,kg m-2 s-1,shsu,1852-1853,gs,904.9700508
historical,CESM1-BGC,-95.551,30.7233,kg m-2 s-1,shsu,1853-1854,ds,267.3225873
historical,CESM1-BGC,-95.551,30.7233,kg m-2 s-1,shsu,1853-1854,gs,709.1382355
historical,CESM1-BGC,-95.551,30.7233,kg m-2 s-1,shsu,1854-1855,ds,296.4193478
historical,CESM1-BGC,-95.551,30.7233,kg m-2 s-1,shsu,1854-1855,gs,858.2142954
historical,CESM1-BGC,-95.551,30.7233,kg m-2 s-1,shsu,1855-1856,ds,353.3548369
historical,CESM1-BGC,-95.551,30.7233,kg m-2 s-1,shsu,1855-1856,gs,615.6574039
historical,CESM1-BGC,-95.551,30.7233,kg m-2 s-1,shsu,1856-1857,ds,321.9677439
historical,CESM1-BGC,-95.551,30.7233,kg m-2 s-1,shsu,1856-1857,gs,464.9354815
historical,CESM1-BGC,-95.551,30.7233,kg m-2 s-1,shsu,1857-1858,ds,372.0645178
historical,CESM1-BGC,-95.551,30.7233,kg m-2 s-1,shsu,1857-1858,gs,676.9377699
historical,CESM1-BGC,-95.551,30.7233,kg m-2 s-1,shsu,1858-1859,ds,445.8387103
