rcp,model,longitude,latitude,unit,site,transition,season,pr
historical,ACCESS1-3,-97.67283,37.53801,kg m-2 s-1,ninnescah,1997-1998,ds,282.935478
historical,ACCESS1-3,-97.67283,37.53801,kg m-2 s-1,ninnescah,1997-1998,gs,368.0760372
historical,ACCESS1-3,-97.67283,37.53801,kg m-2 s-1,ninnescah,1998-1999,ds,207.9032314
historical,ACCESS1-3,-97.67283,37.53801,kg m-2 s-1,ninnescah,1998-1999,gs,286.8340792
historical,ACCESS1-3,-97.67283,37.53801,kg m-2 s-1,ninnescah,1999-2000,ds,229.8387001
historical,ACCESS1-3,-97.67283,37.53801,kg m-2 s-1,ninnescah,1999-2000,gs,405.7953163
historical,ACCESS1-3,-97.67283,37.53801,kg m-2 s-1,ninnescah,2000-2001,ds,300.354817
historical,ACCESS1-3,-97.67283,37.53801,kg m-2 s-1,ninnescah,2000-2001,gs,469.6912475
historical,ACCESS1-3,-97.67283,37.53801,kg m-2 s-1,ninnescah,2001-2002,ds,543.483813
historical,ACCESS1-3,-97.67283,37.53801,kg m-2 s-1,ninnescah,2001-2002,gs,634.2672989
historical,ACCESS1-3,-97.67283,37.53801,kg m-2 s-1,ninnescah,2002-2003,ds,331.7419411
historical,ACCESS1-3,-97.67283,37.53801,kg m-2 s-1,ninnescah,2002-2003,gs,397.5691559
historical,ACCESS1-3,-97.67283,37.53801,kg m-2 s-1,ninnescah,2003-2004,ds,457.1613043
historical,ACCESS1-3,-97.67283,37.53801,kg m-2 s-1,ninnescah,2003-2004,gs,402.062292
historical,ACCESS1-3,-97.67283,37.53801,kg m-2 s-1,ninnescah,2004-2005,ds,731.1935837
historical,ACCESS1-3,-97.67283,37.53801,kg m-2 s-1,ninnescah,2004-2005,gs,393.3018323
historical,ACCESS1-3,-97.67283,37.53801,kg m-2 s-1,ninnescah,2005-2006,ds,242.9032406
historical,ACCESS1-3,-97.67283,37.53801,kg m-2 s-1,ninnescah,2005-2006,gs,63.41934528
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1849-1850,gs,272.721168
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1850-1851,ds,335.5161264
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1850-1851,gs,475.5322572
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1851-1852,ds,307.7741837
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1851-1852,gs,325.2413917
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1852-1853,ds,266.4516125
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1852-1853,gs,325.603686
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1853-1854,ds,256.032265
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1853-1854,gs,440.7742164
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1854-1855,ds,355.2257722
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1854-1855,gs,491.7027966
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1855-1856,ds,349.8387149
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1855-1856,gs,286.0656264
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1856-1857,ds,395.4193459
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1856-1857,gs,238.5115088
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1857-1858,ds,191.193556
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1857-1858,gs,384.6612992
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1858-1859,ds,292.709687
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1858-1859,gs,275.3133805
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1859-1860,ds,462.6774173
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1859-1860,gs,296.8331651
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1860-1861,ds,270.5161277
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1860-1861,gs,395.684339
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1861-1862,ds,328.0967597
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1861-1862,gs,499.9815383
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1862-1863,ds,302.4516413
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1862-1863,gs,337.3041606
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1863-1864,ds,355.1612832
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1863-1864,gs,370.3559423
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1864-1865,ds,420.7741862
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1864-1865,gs,345.1244138
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1865-1866,ds,292.3548163
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1865-1866,gs,318.7787996
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1866-1867,ds,411.8064365
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1866-1867,gs,449.8525382
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1867-1868,ds,186.225817
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1867-1868,gs,401.8676535
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1868-1869,ds,240.3225677
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1868-1869,gs,443.686642
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1869-1870,ds,422.4838694
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1869-1870,gs,285.9377967
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1870-1871,ds,269.3548598
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1870-1871,gs,182.9631421
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1871-1872,ds,205.1290138
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1871-1872,gs,634.5583779
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1872-1873,ds,423.8387078
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1872-1873,gs,345.5184159
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1873-1874,ds,267.3225763
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1873-1874,gs,367.8271638
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1874-1875,ds,337.2902986
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1874-1875,gs,411.5967644
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1875-1876,ds,358.0322602
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1875-1876,gs,466.8720742
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1876-1877,ds,347.0967936
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1876-1877,gs,314.1267247
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1877-1878,ds,432.9677318
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1877-1878,gs,365.6543602
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1878-1879,ds,244.5161126
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1878-1879,gs,348.2488236
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1879-1880,ds,225.258071
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1879-1880,gs,344.3826741
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1880-1881,ds,271.2580618
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1880-1881,gs,328.5990608
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1881-1882,ds,396.7742102
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1881-1882,gs,438.3202844
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1882-1883,ds,304.9032326
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1882-1883,gs,253.9861894
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1883-1884,ds,293.1935616
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1883-1884,gs,425.8331533
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1884-1885,ds,258.0000077
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1884-1885,gs,409.2765512
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1885-1886,ds,414.4515984
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1885-1886,gs,472.6336288
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1886-1887,ds,285.0000163
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1886-1887,gs,484.732709
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1887-1888,ds,196.4838643
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1887-1888,gs,475.9610725
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1888-1889,ds,321.4838678
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1888-1889,gs,469.2718904
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1889-1890,ds,383.9677603
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1889-1890,gs,388.1820413
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1890-1891,ds,316.0000253
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1890-1891,gs,471.799544
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1891-1892,ds,492.4193213
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1891-1892,gs,379.2458362
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1892-1893,ds,454.5161424
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1892-1893,gs,406.1935538
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1893-1894,ds,257.5161331
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1893-1894,gs,238.112924
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1894-1895,ds,274.8387283
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1894-1895,gs,284.2810966
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1895-1896,ds,259.7742058
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1895-1896,gs,462.2569171
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1896-1897,ds,324.0322963
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1896-1897,gs,422.4032453
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1897-1898,ds,271.9677228
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1897-1898,gs,342.0253356
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1898-1899,ds,255.741961
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1898-1899,gs,325.7373606
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1899-1900,ds,338.7419222
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1899-1900,gs,349.3779091
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1900-1901,ds,318.322561
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1900-1901,gs,472.7995402
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1901-1902,ds,294.7741891
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1901-1902,gs,352.4331928
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1902-1903,ds,367.3225843
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1902-1903,gs,328.9585375
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1903-1904,ds,316.6774186
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1903-1904,gs,431.7864382
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1904-1905,ds,350.8064381
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1904-1905,gs,369.9608256
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1905-1906,ds,158.6451537
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1905-1906,gs,429.9884896
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1906-1907,ds,299.9355091
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1906-1907,gs,265.7580659
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1907-1908,ds,257.4516182
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1907-1908,gs,366.4961148
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1908-1909,ds,317.0967782
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1908-1909,gs,452.3272062
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1909-1910,ds,442.4193562
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1909-1910,gs,240.1981595
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1910-1911,ds,490.7742048
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1910-1911,gs,267.3548078
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1911-1912,ds,355.5806688
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1911-1912,gs,521.4727668
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1912-1913,ds,339.1290374
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1912-1913,gs,264.9285818
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1913-1914,ds,253.741953
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1913-1914,gs,386.721159
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1914-1915,ds,245.7419472
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1914-1915,gs,315.0299511
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1915-1916,ds,258.5806416
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1915-1916,gs,345.3492931
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1916-1917,ds,407.8710029
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1916-1917,gs,329.40094
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1917-1918,ds,374.000017
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1917-1918,gs,588.8317965
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1918-1919,ds,340.6129056
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1918-1919,gs,259.7234933
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1919-1920,ds,315.7096694
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1919-1920,gs,345.8676568
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1920-1921,ds,410.5483834
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1920-1921,gs,632.3179645
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1921-1922,ds,377.7741763
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1921-1922,gs,406.6267081
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1922-1923,ds,211.1290272
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1922-1923,gs,524.004609
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1923-1924,ds,308.4516029
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1923-1924,gs,529.1724272
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1924-1925,ds,242.1612806
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1924-1925,gs,269.0045925
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1925-1926,ds,222.7419389
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1925-1926,gs,385.7396308
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1926-1927,ds,301.3871069
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1926-1927,gs,397.1796924
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1927-1928,ds,505.4515862
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1927-1928,gs,505.2547083
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1928-1929,ds,259.4838758
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1928-1929,gs,423.8018289
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1929-1930,ds,393.0967843
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1929-1930,gs,260.3087617
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1930-1931,ds,292.3548163
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1930-1931,gs,352.9654523
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1931-1932,ds,261.6774336
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1931-1932,gs,317.9132194
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1932-1933,ds,319.9677552
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1932-1933,gs,449.5114803
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1933-1934,ds,343.5484234
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1933-1934,gs,619.3847866
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1934-1935,ds,389.2903079
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1934-1935,gs,388.2995677
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1935-1936,ds,242.1612936
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1935-1936,gs,353.428285
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1936-1937,ds,348.2258429
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1936-1937,gs,599.053009
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1937-1938,ds,235.5483629
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1937-1938,gs,436.635938
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1938-1939,ds,241.5483763
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1938-1939,gs,397.8157069
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1939-1940,ds,365.7741494
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1939-1940,gs,287.0177769
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1940-1941,ds,202.6773965
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1940-1941,gs,422.5207329
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1941-1942,ds,315.3225802
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1941-1942,gs,270.2603984
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1942-1943,ds,342.0322589
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1942-1943,gs,394.8617704
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1943-1944,ds,247.6451491
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1943-1944,gs,406.4193429
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1944-1945,ds,345.9354998
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1944-1945,gs,302.1751153
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1945-1946,ds,370.5161098
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1945-1946,gs,360.1290093
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1946-1947,ds,360.0967882
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1946-1947,gs,307.2972349
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1947-1948,ds,493.6774522
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1947-1948,gs,448.4950379
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1948-1949,ds,270.3548794
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1948-1949,gs,434.5483334
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1949-1950,ds,400.0000061
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1949-1950,gs,456.0299793
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1950-1951,ds,357.354815
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1950-1951,gs,355.7258208
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1951-1952,ds,321.7419274
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1951-1952,gs,338.5840072
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1952-1953,ds,326.3225616
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1952-1953,gs,453.6635558
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1953-1954,ds,334.0645286
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1953-1954,gs,251.6221325
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1954-1955,ds,294.0644995
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1954-1955,gs,291.4285651
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1955-1956,ds,314.7741907
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1955-1956,gs,315.0122504
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1956-1957,ds,254.3870707
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1956-1957,gs,307.9976581
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1957-1958,ds,256.8064435
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1957-1958,gs,287.1428694
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1958-1959,ds,296.9354765
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1958-1959,gs,311.3917137
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1959-1960,ds,287.4516077
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1959-1960,gs,332.2458596
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1960-1961,ds,226.5161371
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1960-1961,gs,455.168217
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1961-1962,ds,332.7742051
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1961-1962,gs,363.6175044
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1962-1963,ds,298.7741894
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1962-1963,gs,215.2811079
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1963-1964,ds,291.161304
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1963-1964,gs,307.4148729
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1964-1965,ds,263.3226019
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1964-1965,gs,513.6497712
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1965-1966,ds,536.5806509
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1965-1966,gs,427.8179592
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1966-1967,ds,224.7419131
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1966-1967,gs,303.9078606
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1967-1968,ds,176.2258006
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1967-1968,gs,375.2046541
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1968-1969,ds,274.6451759
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1968-1969,gs,338.7050588
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1969-1970,ds,499.8064694
historical,CESM1-BGC,-97.67283,37.53801,kg m-2 s-1,ninnescah,1969-1970,gs,526.8018591
