"location","rcp","model","longitude","latitude","unit","site","transition","season","tas"
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2009-2010","gs",14.6963134765625
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2010-2011","ds",27.5734764099121
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2010-2011","gs",14.6399608612061
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2011-2012","ds",26.5756927490235
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2011-2012","gs",15.4999824523927
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2012-2013","ds",26.2929397583008
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2012-2013","gs",14.4508205413817
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2013-2014","ds",27.3492065429688
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2013-2014","gs",16.871469116211
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2014-2015","ds",27.3678222656249
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2014-2015","gs",15.5593372344971
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2015-2016","ds",27.7996154785158
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2015-2016","gs",16.4473930358886
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2016-2017","ds",28.484292602539
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2016-2017","gs",16.4970146179198
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2017-2018","ds",27.0027671813965
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2017-2018","gs",15.9968791961671
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2018-2019","ds",27.0311180114748
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2018-2019","gs",16.3214908599855
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2019-2020","ds",26.4827018737794
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2019-2020","gs",15.847407913208
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2020-2021","ds",27.1700378417968
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2020-2021","gs",15.7400489807129
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2021-2022","ds",27.1915451049804
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2021-2022","gs",16.0826965332031
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2022-2023","ds",27.9403663635254
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2022-2023","gs",15.9379287719726
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2023-2024","ds",28.1880126953125
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2023-2024","gs",15.831185913086
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2024-2025","ds",28.6419616699217
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2024-2025","gs",17.84973487854
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2025-2026","ds",27.5121017456055
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2025-2026","gs",16.2176071166992
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2026-2027","ds",29.5385032653809
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2026-2027","gs",17.095262145996
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2027-2028","ds",27.5961585998537
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2027-2028","gs",15.5728908538817
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2028-2029","ds",28.2349868774415
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2028-2029","gs",16.5841213226319
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2029-2030","ds",27.774545288086
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2029-2030","gs",16.1604419708252
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2030-2031","ds",29.3256355285645
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2030-2031","gs",17.0745979309081
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2031-2032","ds",29.902261352539
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2031-2032","gs",18.4469066619873
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2032-2033","ds",28.8429733276369
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2032-2033","gs",17.0583206176759
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2033-2034","ds",30.2910476684571
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2033-2034","gs",18.2331005096436
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2034-2035","ds",28.432202911377
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2034-2035","gs",16.7389598846436
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2035-2036","ds",29.3601127624513
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2035-2036","gs",16.152001953125
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2036-2037","ds",30.1826721191408
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2036-2037","gs",17.7105422973632
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2037-2038","ds",28.5392318725586
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2037-2038","gs",16.9696727752685
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2038-2039","ds",28.0371490478515
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2038-2039","gs",17.3651977539063
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2039-2040","ds",29.0363212585449
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2039-2040","gs",17.3001514434816
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2040-2041","ds",28.2045112609864
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2040-2041","gs",16.8633762359618
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2041-2042","ds",28.2820793151858
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2041-2042","gs",16.3438640594483
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2042-2043","ds",31.4323898315429
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2042-2043","gs",17.3235507965088
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2043-2044","ds",28.7623573303224
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2043-2044","gs",17.0148883819581
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2044-2045","ds",29.4191032409669
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2044-2045","gs",17.0641876220703
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2045-2046","ds",29.5964103698732
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2045-2046","gs",14.2247406005858
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2046-2047","ds",29.3746658325197
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2046-2047","gs",18.7827220916748
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2047-2048","ds",28.1619316101074
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2047-2048","gs",15.8730636596679
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2048-2049","ds",28.5300651550293
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2048-2049","gs",16.5399337768555
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2049-2050","ds",29.5685554504394
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2049-2050","gs",18.6061092376708
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2050-2051","ds",29.1535774230958
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2050-2051","gs",17.582988357544
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2051-2052","ds",28.0746627807616
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2051-2052","gs",17.3157344818116
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2052-2053","ds",28.9084487915039
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2052-2053","gs",14.8563591003418
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2053-2054","ds",28.1726318359375
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2053-2054","gs",16.3959632873536
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2054-2055","ds",28.7666984558105
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2054-2055","gs",16.8747440338135
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2055-2056","ds",28.5537925720216
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2055-2056","gs",18.1350990295411
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2056-2057","ds",30.1373649597167
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2056-2057","gs",17.5748916625976
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2057-2058","ds",28.720361328125
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2057-2058","gs",16.8201385498047
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2058-2059","ds",29.232827758789
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2058-2059","gs",16.9178615570068
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2059-2060","ds",29.8544097900393
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2059-2060","gs",17.5983272552491
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2060-2061","ds",28.0008903503418
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2060-2061","gs",16.5734020233155
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2061-2062","ds",30.20542678833
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2061-2062","gs",18.6377273559571
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2062-2063","ds",30.4314285278322
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2062-2063","gs",18.41622505188
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2063-2064","ds",28.3712020874021
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2063-2064","gs",16.028716659546
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2064-2065","ds",29.435906982422
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2064-2065","gs",17.0339580535889
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2065-2066","ds",29.2147537231445
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2065-2066","gs",17.939324951172
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2066-2067","ds",28.2142654418945
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2066-2067","gs",17.849900817871
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2067-2068","ds",30.2413383483888
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2067-2068","gs",17.841792678833
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2068-2069","ds",30.2633949279787
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2068-2069","gs",17.2532306671143
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2069-2070","ds",30.0493179321289
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2069-2070","gs",18.4394508361817
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2070-2071","ds",30.0775238037109
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2070-2071","gs",16.8663803100586
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2071-2072","ds",28.289380645752
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2071-2072","gs",17.1815372467041
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2072-2073","ds",28.1788536071778
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2072-2073","gs",17.3930088043213
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2073-2074","ds",29.2619949340821
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2073-2074","gs",17.0920768737793
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2074-2075","ds",29.3191238403321
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2074-2075","gs",18.9546257019042
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2075-2076","ds",30.8615890502932
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2075-2076","gs",18.2783390045166
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2076-2077","ds",30.546506500244
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2076-2077","gs",19.129109954834
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2077-2078","ds",28.974683380127
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2077-2078","gs",18.9089084625244
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2078-2079","ds",29.4068351745606
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2078-2079","gs",17.4755264282229
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2079-2080","ds",28.7659889221192
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2079-2080","gs",17.4348922729494
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2080-2081","ds",31.0342956542968
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2080-2081","gs",18.0303150177002
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2081-2082","ds",31.7306228637695
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2081-2082","gs",18.3450695037842
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2082-2083","ds",31.2115074157715
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2082-2083","gs",18.9514213562011
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2083-2084","ds",32.5272117614747
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2083-2084","gs",19.4938064575197
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2084-2085","ds",32.1743217468263
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2084-2085","gs",18.7393051147461
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2085-2086","ds",30.0363555908203
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2085-2086","gs",17.8650337219238
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2086-2087","ds",30.8766761779785
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2086-2087","gs",16.7466293334962
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2087-2088","ds",29.6748405456544
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2087-2088","gs",17.6826625823974
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2088-2089","ds",28.7366119384766
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2088-2089","gs",18.2007766723634
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2089-2090","ds",30.2931152343749
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2089-2090","gs",17.5303226470947
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2090-2091","ds",28.5482307434083
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2090-2091","gs",17.4107318878175
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2091-2092","ds",29.5005088806151
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2091-2092","gs",19.8677841186523
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2092-2093","ds",29.9666915893556
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2092-2093","gs",18.0623699188233
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2093-2094","ds",29.0935417175291
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2093-2094","gs",17.4726177215577
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2094-2095","ds",30.5216003417969
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2094-2095","gs",17.7130046844483
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2095-2096","ds",29.5056587219238
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2095-2096","gs",18.4179531097413
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2096-2097","ds",29.3455253601076
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2096-2097","gs",18.073056793213
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2097-2098","ds",29.7476554870607
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2097-2098","gs",18.8514839172364
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2098-2099","ds",29.4182220458985
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2098-2099","gs",17.806932067871
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2099-2100","ds",33.3156715393067
2,"rcp45","CMCC-CM",-99.7714,30.4897,"Degree Kelvin","llano","2099-2100","gs",20.4469581604002
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2005-2006","gs",16.1578491210938
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2006-2007","ds",27.1785369873047
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2006-2007","gs",15.54753074646
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2007-2008","ds",27.8509956359862
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2007-2008","gs",17.224683380127
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2008-2009","ds",26.4693923950195
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2008-2009","gs",16.3161941528319
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2009-2010","ds",28.0276161193849
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2009-2010","gs",15.5310817718507
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2010-2011","ds",25.1803985595701
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2010-2011","gs",16.082593536377
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2011-2012","ds",28.3558059692384
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2011-2012","gs",15.4747787475586
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2012-2013","ds",27.5140281677246
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2012-2013","gs",15.6143852233888
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2013-2014","ds",28.0840126037597
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2013-2014","gs",15.5933471679688
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2014-2015","ds",28.0250450134276
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2014-2015","gs",15.1029544830322
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2015-2016","ds",26.467992401123
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2015-2016","gs",15.2112270355225
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2016-2017","ds",27.7009445190429
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2016-2017","gs",16.9062610626221
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2017-2018","ds",27.9037071228026
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2017-2018","gs",16.7221771240235
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2018-2019","ds",28.0421577453611
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2018-2019","gs",16.991492843628
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2019-2020","ds",27.5457511901855
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2019-2020","gs",16.2485023498536
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2020-2021","ds",27.0728317260744
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2020-2021","gs",15.2608200073242
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2021-2022","ds",27.2204566955566
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2021-2022","gs",17.5360408782959
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2022-2023","ds",27.615926361084
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2022-2023","gs",16.6895042419433
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2023-2024","ds",28.6817413330079
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2023-2024","gs",15.8204933166504
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2024-2025","ds",28.7939506530761
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2024-2025","gs",17.3333698272704
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2025-2026","ds",29.3563400268555
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2025-2026","gs",15.7558895111083
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2026-2027","ds",28.3368431091309
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2026-2027","gs",16.1802421569824
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2027-2028","ds",29.808484649658
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2027-2028","gs",17.2885566711424
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2028-2029","ds",30.3937850952148
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2028-2029","gs",17.1068206787108
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2029-2030","ds",26.9538475036621
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2029-2030","gs",16.5935302734376
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2030-2031","ds",28.2956443786621
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2030-2031","gs",17.5358558654786
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2031-2032","ds",28.9195495605468
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2031-2032","gs",17.3725906372069
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2032-2033","ds",28.5753608703614
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2032-2033","gs",15.6517654418946
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2033-2034","ds",29.2700019836427
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2033-2034","gs",17.0825801849366
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2034-2035","ds",29.234792327881
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2034-2035","gs",16.956906890869
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2035-2036","ds",27.4819656372073
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2035-2036","gs",17.1746440887452
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2036-2037","ds",29.6564765930175
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2036-2037","gs",16.7798858642579
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2037-2038","ds",29.3135009765625
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2037-2038","gs",15.9987083435058
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2038-2039","ds",28.7885261535644
2,"rcp45","MIROC5",-99.7714,30.4897,"Degree Kelvin","llano","2038-2039","gs",16.9838729858399
